area,bathroom,bedroom,lat,long,school,mrt,age,type_condo,type_hdb,price_sqft
883,2,3,1.290231,103.8188925,2,1,3,1,0,1902.6
2099,4,5,1.35186,103.83756,1,1,-3,1,0,1489.66
1496,3,3,1.39176,103.904262,5,0,17,1,0,668.45
829,2,2,1.340685,103.8805605,2,1,4,1,0,1507.84
1260,3,4,1.432737,103.7976705,4,0,12,1,0,777.78
1302,3,3,1.373175,103.9005045,2,0,20,1,0,767.2
1647,3,3,1.355589,103.765806,0,0,22,1,0,1335.76
581,1,1,1.35025,103.83577,0,1,4,1,0,1858.86
700,1,1,1.352110749,103.8796146,1,0,6,1,0,1085.71
570,1,2,1.30442,103.8617,1,2,1,1,0,2105.26
1464,2,3,1.349442,103.926744,0,0,7,1,0,1051.91
861,2,3,1.29328,103.82615,2,0,6,1,0,2090.59
474,1,1,1.373526,103.9027095,1,0,2,1,0,1402.95
989,2,3,1.35531,103.887855,2,0,4,1,0,1061.68
979,2,2,1.438434,103.8306915,3,0,6,1,0,855.98
689,1,2,1.325385,103.85334,1,0,5,1,0,1335.27
947,2,2,1.311363,103.858596,2,1,6,1,0,1034.85
1163,2,3,1.381284,103.902876,4,0,5,1,0,1014.62
1238,2,3,1.358676,103.762197,0,0,21,1,0,1090.47
818,1,1,1.30442,103.8617,1,2,8,1,0,2151.59
570,1,1,1.370133,103.946247,0,1,3,1,0,1263.16
1357,3,3,1.31598,103.8530565,2,1,20,1,0,1005.9
505,1,1,1.378332,103.902894,4,0,4,1,0,1287.13
516,1,1,1.378116,103.9022955,3,0,4,1,0,1269.38
1637,2,3,1.305747,103.9227975,1,0,45,1,0,946.85
1345,3,4,1.355157,103.9678425,1,0,5,1,0,1000
1744,3,3,1.28626,103.84244,0,2,12,1,0,1525.23
710,2,2,1.343489985,103.76894,2,0,-4,1,0,1582.82
2058,3,4,1.425438,103.8250845,1,0,18,1,0,655.98
1184,2,3,1.280772,103.8526605,0,4,12,1,0,2035.47
1528,3,3,1.299159,103.857858,1,2,3,1,0,2257.85
1259,3,4,1.371897,103.945491,1,1,1,1,0,1335.19
1248,3,3,1.34261,103.92539,1,0,9,1,0,1161.86
904,2,3,1.371996315,103.944803,1,0,1,1,0,1250
1109,2,3,1.345572,103.722579,3,1,13,1,0,1064.02
1044,3,2,1.314927,103.8547845,2,1,3,1,0,1413.7
1410,3,3,1.308591,103.8383775,1,0,6,1,0,2340.43
775,2,2,1.4049,103.90272,7,1,6,1,0,1096.77
732,1,1,1.276713,103.8533265,0,3,3,1,0,2197.41
1023,2,2,1.352538,103.8517155,4,2,5,1,0,1583.58
1033,2,3,1.39735,103.89688,7,0,10,1,0,1093.9
1206,3,3,1.317969,103.7802195,1,0,21,1,0,1509.12
1389,4,5,1.394559,103.881582,7,0,3,1,0,1331.89
1119,2,2,1.268163,103.814379,0,0,7,1,0,1599.64
958,2,2,1.370844,103.7757195,2,0,4,1,0,1179.54
904,2,2,1.307736,103.8390885,2,0,10,1,0,2522.12
1658,4,4,1.301373,103.898169,0,0,10,1,0,1990.35
463,1,2,1.294551,103.827582,2,0,5,1,0,1846.65
807,2,2,1.368792,103.8777795,2,0,5,1,0,1163.43
667,1,1,1.280772,103.8526605,0,4,12,1,0,1874.06
980,2,3,1.377522,103.960242,2,0,4,1,0,1122.45
1195,3,3,1.423908,103.8490605,3,0,17,1,0,650.21
1044,2,2,1.276713,103.8533265,0,3,3,1,0,2734.4
452,1,1,1.31283,103.92608,1,0,5,1,0,1610.62
1119,3,3,1.432314,103.7982285,4,0,12,1,0,766.76
1033,2,2,1.290546,103.8156345,2,1,11,1,0,1548.89
1055,2,3,1.298322,103.8845025,0,0,4,1,0,1943.13
678,2,2,1.336284,103.74174,2,2,3,1,0,1989.51
1281,3,3,1.356408,103.967739,1,0,14,1,0,913.35
1270,2,3,1.368765,103.7763585,0,0,5,1,0,1181.1
969,2,3,1.371996315,103.944803,1,0,3,1,0,1083.59
1012,2,2,1.349127,103.7492055,4,1,16,1,0,1136.36
883,2,2,1.306656,103.8880845,1,1,7,1,0,1676.1
969,2,3,1.389348,103.770297,3,0,6,1,0,944.27
883,2,2,1.278047669,103.8583888,0,3,12,1,0,2808.61
1269,3,3,1.35693,103.7495385,3,1,17,1,0,764.38
1389,2,3,1.3,103.9,0,0,5,1,0,2015.84
1647,2,2,1.31058,103.831884,0,0,14,1,0,1748.63
1345,3,4,1.381284,103.902876,4,0,5,1,0,1026.02
474,1,1,1.374803224,103.9030419,2,0,2,1,0,1339.66
1453,3,3,1.398087,103.7513115,4,1,20,1,0,653.82
1216,2,2,1.299627,103.898115,0,0,3,1,0,2097.04
560,2,2,1.315701,103.8416085,2,2,4,1,0,2500
1249,2,3,1.34261,103.92539,1,0,8,1,0,1160.93
721,1,2,1.299159,103.857858,1,2,3,1,0,2600
1744,4,5,1.371996315,103.944803,1,0,1,1,0,1300.46
743,2,2,1.369683,103.944501,0,0,4,1,0,1158.66
958,1,2,1.30033,103.85701,1,2,11,1,0,1764.09
1647,3,5,1.310715,103.933971,0,0,43,1,0,1020.04
1076,3,2,1.353681,103.76055,1,0,18,1,0,1161.71
1152,2,3,1.33448,103.85108,4,1,22,1,0,1111.11
947,2,2,1.358784,103.963635,2,0,17,1,0,950.37
549,1,1,1.362403213,103.7643718,1,1,4,1,0,1530.05
1140,3,3,1.380582,103.9353795,2,0,15,1,0,754.39
951,2,3,1.36819,103.92948,0,0,-3,1,0,1175.6
570,1,1,1.375983,103.7562345,2,0,4,1,0,1173.68
517,1,1,1.317888,103.826214,2,1,5,1,0,1874.06
1216,2,2,1.268163,103.814379,0,0,7,1,0,1717.11
1066,2,3,1.31481,103.888044,2,0,17,1,0,938.09
1496,3,3,1.327830069,103.8854499,1,1,4,1,0,1524.06
538,1,1,1.357416,103.831362,1,0,3,1,0,1466.54
1539,3,3,1.34993,103.87584,2,2,26,1,0,1137.1
1270,3,3,1.268163,103.814379,0,0,7,1,0,1968.5
1195,2,2,1.371996315,103.944803,1,0,1,1,0,1129.71
1583,3,3,1.355859,103.966803,1,0,3,1,0,871.76
1184,2,2,1.299159,103.857858,1,2,3,1,0,2025.34
1969,3,3,1.280772,103.8526605,0,4,12,1,0,1879.13
689,2,2,1.307697712,103.7916296,1,2,3,1,0,1973.88
1453,3,3,1.397745,103.7515815,4,1,20,1,0,674.47
1173,2,2,1.274616,103.8443175,1,1,6,1,0,2131.29
861,2,2,1.33448,103.85108,4,1,22,1,0,1219.51
700,1,1,1.275165,103.844538,1,1,13,1,0,1714.29
890,2,2,1.352538,103.8517155,4,2,5,1,0,1775.28
893,2,2,1.311579,103.859946,1,1,12,1,0,1287.79
463,1,1,1.31758,103.90582,2,1,4,1,0,1509.72
1141,3,3,1.3634595,103.8949583,2,0,5,1,0,1007.89
1238,3,3,1.342467,103.717692,4,1,7,1,0,1147.01
936,2,2,1.299159,103.857858,1,2,3,1,0,2550
1744,2,2,1.327563,103.864365,3,0,7,1,0,1204.13
1023,2,3,1.343349,103.719303,4,1,6,1,0,1270.77
570,1,2,1.38797,103.86879,2,0,10,1,0,1280.7
517,1,1,1.32084,103.8998,2,1,4,1,0,1353.97
980,1,3,1.284804,103.833477,1,0,83,1,0,877.55
1055,2,3,1.34261,103.92539,1,0,6,1,0,1327.01
786,1,2,1.316223,103.8043845,1,1,6,1,0,1870.23
1303,3,3,1.34124,103.70798,2,1,11,1,0,1112.82
926,2,2,1.328472,103.8483585,1,1,8,1,0,1349.89
861,2,2,1.280772,103.8526605,0,4,12,1,0,1939.61
452,1,1,1.31552,103.88311,2,1,5,1,0,1438.05
1076,2,2,1.369845,103.776039,2,0,6,1,0,1067.74
527,1,1,1.34261,103.92539,1,0,5,1,0,1324.48
1647,3,3,1.295514,103.866894,0,0,22,1,0,1329.02
441,1,1,1.31152007,103.75963,2,0,5,1,0,1673.47
388,1,1,1.313946,103.8790575,1,1,5,1,0,1443.3
667,1,2,1.326825,103.862232,3,0,8,1,0,1274.36
1163,2,3,1.304703,103.8410055,2,0,45,1,0,1315.56
1399,3,3,1.346904,103.771053,0,0,25,1,0,1286.63
969,2,2,1.306116,103.783347,1,0,23,1,0,1238.39
1303,3,3,1.34261,103.92539,1,0,9,1,0,1135.84
1421,2,2,1.336709923,103.77983,2,1,23,1,0,1970.44
818,1,1,1.298646,103.8848805,0,0,4,1,0,2078.24
958,2,2,1.31724,103.761,3,0,22,1,0,1041.75
861,2,2,1.437957,103.8309975,3,0,6,1,0,1042.97
1324,3,3,1.29328,103.82615,2,0,22,1,0,2114.8
474,1,1,1.314644322,103.8015019,0,0,-3,1,0,2769.62
1808,2,3,1.268459854,103.8143725,0,0,7,1,0,1603.98
570,1,1,1.376458383,103.7573924,2,0,4,1,0,1171.93
872,2,2,1.393479,103.8809925,5,0,2,1,0,1280
603,1,1,1.318401,103.825944,2,1,22,1,0,1741.29
1582,3,3,1.29229,103.76819,0,0,7,1,0,1169.41
1947,2,3,1.33764213,103.7371369,2,0,27,1,0,868
1184,2,2,1.31598,103.8530565,2,1,20,1,0,1064.19
861,2,2,1.326276,103.852476,1,0,8,1,0,1379.79
1044,3,3,1.382301,103.940505,2,0,3,1,0,1157.94
1550,3,3,1.280772,103.8526605,0,4,12,1,0,1870.97
828,2,2,1.4049,103.90272,7,1,6,1,0,1038.65
1163,2,3,1.277226,103.8536955,0,3,3,1,0,2036.11
732,1,1,1.276713,103.8533265,0,3,3,1,0,2169.4
700,2,2,1.321209,103.8650355,2,1,4,1,0,1600
861,2,2,1.280772,103.8526605,0,4,12,1,0,1974.45
495,1,1,1.32503,103.89049,1,2,1,1,0,1616.16
785,1,1,1.36728,103.876497,2,0,7,1,0,1003.82
807,2,2,1.329021,103.914198,1,0,6,1,0,1114
1237,3,3,1.348263,103.9270635,0,0,19,1,0,949.88
1044,2,3,1.290527695,103.8165718,2,1,3,1,0,1895.72
753,2,2,1.371996315,103.944803,1,0,1,1,0,1181.94
1593,3,4,1.277226,103.8536955,0,3,3,1,0,2151.29
1249,2,3,1.341711,103.9580775,1,1,21,1,0,760.61
1593,3,3,1.277226,103.8536955,0,3,3,1,0,2134.34
581,1,2,1.322775,103.9449285,2,0,3,1,0,1402.75
829,2,2,1.272465,103.807818,1,1,5,1,0,2171.29
958,2,3,1.376217,103.959522,2,0,4,1,0,991.65
1389,2,3,1.372572,103.7652795,3,1,19,1,0,1137.51
1217,3,3,1.343349,103.719303,4,1,6,1,0,1273.62
1184,3,3,1.369692,103.9593195,3,0,14,1,0,781.25
1023,2,3,1.423854,103.8480795,3,0,6,1,0,840.66
560,2,2,1.315701,103.8416085,2,2,4,1,0,2464.29
818,1,1,1.30442,103.8617,1,2,8,1,0,1735.94
764,2,2,1.378854,103.9432815,2,0,4,1,0,1086.39
1367,2,2,1.313496,103.7936745,0,1,11,1,0,1572.79
1044,3,3,1.395,103.881564,5,0,3,1,0,1234.57
883,2,2,1.31295,103.91128,4,0,10,1,0,1131.37
570,1,1,1.275165,103.844538,1,1,13,1,0,1873.68
646,1,1,1.309986,103.835493,1,0,4,1,0,2554.18
1001,2,2,1.37497,103.97395,0,0,17,1,0,927.07
893,2,2,1.294848,103.829625,2,0,23,1,0,1735.72
1432,2,2,1.385676,103.8697515,2,0,6,1,0,900.84
710,2,2,1.318851,103.7620935,3,0,3,1,0,1760.56
1756,4,4,1.360161,103.965165,2,0,25,1,0,956.72
1485,3,3,1.32534,103.9297545,4,1,5,1,0,1346.8
1097,2,3,1.4049,103.90272,7,1,6,1,0,957.16
1238,2,3,1.44369,103.8054735,4,0,20,1,0,668.82
753,2,2,1.39149,103.8504555,0,0,2,1,0,1353.25
1367,3,4,1.41003,103.90594,5,0,3,1,0,1741.04
1593,3,3,1.277226,103.8536955,0,3,3,1,0,2237.29
1580,3,4,1.357965,103.933044,2,0,20,1,0,810.13
915,2,3,1.344915,103.946733,6,0,-3,1,0,1221.86
807,2,2,1.356417,103.963824,1,0,5,1,0,976.46
1033,1,2,1.330866,103.8694635,3,1,4,1,0,1452.08
1701,3,3,1.29328,103.82615,2,0,23,1,0,1881.25
926,2,2,1.312371,103.938732,1,0,21,1,0,993.52
969,2,3,1.341711,103.9580775,1,1,21,1,0,882.35
1184,2,3,1.34261,103.92539,1,0,5,1,0,1435.81
958,2,2,1.312749,103.923657,3,0,6,1,0,1148.23
1141,2,3,1.3833,103.748589,3,0,5,1,0,1139.35
947,2,2,1.356291,103.968063,1,0,14,1,0,937.7
1227,3,3,1.348893,103.9613175,1,0,15,1,0,839.45
1152,3,3,1.297521,103.7647935,0,0,15,1,0,1111.11
840,2,3,1.39106658,103.8942452,8,1,4,1,0,1309.52
915,3,3,1.313252668,103.8417902,2,2,-4,1,0,2150.01
1152,3,3,1.297161,103.7649465,0,0,15,1,0,1119.79
1141,2,3,1.412784,103.836726,2,0,26,1,0,683.61
1259,2,3,1.329741,103.945671,3,1,11,1,0,1175.54
538,1,2,1.313721,103.8887595,2,0,6,1,0,1356.88
1044,2,2,1.294164,103.838427,1,0,9,1,0,2212.64
656,1,1,1.368441,103.877847,2,0,5,1,0,1250
732,2,2,1.32503,103.89049,1,2,1,1,0,1584.7
1098,2,3,1.4049,103.90272,7,1,6,1,0,1001.82
1259,3,4,1.328049,103.9468995,2,1,8,1,0,1254.96
1238,3,3,1.39176,103.904262,5,0,17,1,0,676.9
745,2,2,1.298907,103.884264,0,0,10,1,0,1624.16
990,3,3,1.389375,103.895055,9,1,4,1,0,1312.12
538,1,2,1.29328,103.82615,2,0,5,1,0,1988.85
624,1,2,1.373427,103.902309,2,0,2,1,0,1250
1227,3,3,1.308564,103.913271,3,0,10,1,0,1426.24
1496,4,4,1.327830069,103.8854499,1,1,4,1,0,1604.28
538,1,2,1.29328,103.82615,2,0,5,1,0,1858.74
2110,4,4,1.302,103.85359,2,4,9,1,0,1891
872,2,2,1.371861,103.9438485,1,0,7,1,0,894.5
1141,3,3,1.413414,103.835268,2,0,26,1,0,736.2
958,2,2,1.30033,103.85701,1,2,11,1,0,1730.69
1582,3,4,1.277226,103.8536955,0,3,3,1,0,2170.54
1130,3,3,1.379888262,103.8931552,6,1,3,1,0,1371.68
1302,3,3,1.357272,103.7644425,0,0,22,1,0,1075.27
517,1,1,1.310706,103.893273,1,0,9,1,0,1353.97
484,1,1,1.32912,103.914846,1,0,6,1,0,1320.02
1464,3,4,1.42569,103.824495,1,0,18,1,0,676.23
1151,3,3,1.347669,103.7718,0,0,20,1,0,1198.96
700,2,2,1.30083,103.8475,1,4,3,1,0,2140
828,1,2,1.31059,103.9254,1,0,34,1,0,1207.73
1388,3,3,1.277352,103.793058,0,1,25,1,0,1167.15
1421,3,3,1.327563,103.864365,3,0,7,1,0,1372.27
1292,3,4,1.318971769,103.7602905,3,0,-3,1,0,1400
1087,2,2,1.318131,103.8463245,1,1,9,1,0,1462.74
818,1,1,1.30442,103.8617,1,2,8,1,0,2064.66
775,2,2,1.315701,103.8416085,2,2,4,1,0,2388
452,1,1,1.312209,103.8865185,2,1,5,1,0,1280.73
1400,3,3,1.32503,103.89049,1,2,8,1,0,1285.71
549,1,2,1.362285,103.8913245,2,0,2,1,0,1657.56
1249,3,4,1.3896,103.7694465,3,0,6,1,0,960.77
1367,2,3,1.314441,103.8038085,1,0,6,1,0,1645.94
366,1,1,1.30635,103.8988665,1,0,7,1,0,1639.34
753,2,2,1.371996315,103.944803,1,0,3,1,0,1112.88
1076,3,3,1.335906,103.8692745,2,1,8,1,0,1486.99
431,1,1,1.310076,103.8965985,2,0,6,1,0,1624.13
936,2,3,1.369098,103.9462785,1,0,3,1,0,1207.26
732,2,2,1.389717,103.8965265,9,1,5,1,0,1250
1130,3,3,1.371996315,103.944803,1,0,3,1,0,1194.69
581,1,1,1.309977,103.852953,3,1,3,1,0,1376.94
1001,3,3,1.35026,103.93597,4,0,5,1,0,1278.72
667,2,2,1.29329,103.77292,0,0,-2,1,0,2248.88
872,2,2,1.34261,103.92539,1,0,6,1,0,1330.28
958,2,2,1.347399,103.9584195,5,0,24,1,0,782.88
1668,2,3,1.28626,103.84244,0,2,14,1,0,1426.86
463,1,2,1.31276,103.90116,1,0,8,1,0,1703.86
1336,2,3,1.389189844,103.8722103,2,0,4,1,0,1032.93
1475,3,3,1.290527695,103.8165718,2,1,6,1,0,1749.15
764,1,2,1.329831,103.90815,3,0,3,1,0,1138.74
549,1,1,1.322775,103.9449285,2,0,3,1,0,1357.01
1314,3,3,1.34041,103.77221,2,1,14,1,0,1057.84
904,2,2,1.351971,103.757814,3,0,15,1,0,884.96
1305,2,2,1.338975,103.951512,1,0,22,1,0,711.11
1205,2,3,1.423854,103.8480795,3,0,6,1,0,912.86
894,2,3,1.335303,103.742415,2,2,3,1,0,1655.48
1701,3,3,1.30602279,103.7886574,1,2,9,1,0,1463.84
1044,3,3,1.405215,103.8994785,5,1,5,1,0,1235.63
990,2,2,1.332207,103.790277,1,0,17,1,0,1797.98
840,2,2,1.34261,103.92539,1,0,5,1,0,1250
678,2,2,1.374803224,103.9030419,2,0,2,1,0,1327.43
1260,2,3,1.443231,103.8247875,2,0,4,1,0,936.51
1302,4,4,1.35026,103.93597,4,0,5,1,0,1127.5
678,2,1,1.290924,103.839804,1,0,19,1,0,2209.44
1140,2,3,1.33448,103.85108,4,1,8,1,0,1421.05
969,2,2,1.28248,103.78553,0,1,17,1,0,1320.95
957,2,2,1.297629,103.7650995,0,0,15,1,0,1107.63
775,2,2,1.378377,103.9609035,2,0,4,1,0,1146.95
947,2,2,1.308897,103.863069,1,1,13,1,0,1742.34
1378,3,4,1.371996315,103.944803,1,0,1,1,0,1233.67
657,1,1,1.359936,103.9666815,2,0,21,1,0,1047.18
1109,2,2,1.318212,103.7619045,3,0,3,1,0,1487.83
592,3,2,1.311777,103.884606,2,0,4,1,0,1300.68
474,1,1,1.381122,103.902021,5,0,5,1,0,1265.82
1055,2,3,1.38987,103.77027,3,0,6,1,0,908.06
969,2,2,1.304415,103.7842785,1,0,20,1,0,1326.11
710,2,2,1.330866,103.8694635,3,1,4,1,0,1757.75
818,3,3,1.312128,103.8868155,2,1,3,1,0,1589.24
1280,3,4,1.390662,103.912452,3,0,5,1,0,976.56
570,1,1,1.275165,103.844538,1,1,13,1,0,1842.11
850,2,3,1.32758223,103.9437651,3,1,4,1,0,1352.94
1432,4,4,1.312371,103.938732,1,0,21,1,0,999.3
1616,3,3,1.37974843,103.9419669,2,0,26,1,0,730.2
689,1,2,1.327077,103.9477725,0,1,3,1,0,1378.81
948,2,2,1.38797,103.86879,2,0,23,1,0,896.62
968,2,2,1.297287,103.83471,1,0,10,1,0,2400.07
1216,3,3,1.445182174,103.8259838,2,0,18,1,0,779.61
592,1,1,1.34261,103.92539,1,0,5,1,0,1224.66
1399,3,3,1.329741,103.945671,3,1,11,1,0,1072.19
431,1,1,1.312695,103.886775,2,0,5,1,0,1596.29
1725,4,4,1.326990059,103.84159,1,0,6,1,0,1797.1
850,1,1,1.391355,103.8959955,10,1,18,1,0,940
1485,4,4,1.313109,103.85766,2,1,14,1,0,1212.12
1033,2,2,1.355175,103.8664485,4,1,5,1,0,1150.91
581,1,2,1.429605469,103.7852792,4,0,6,1,0,1118.76
1389,3,3,1.357965,103.933044,2,0,20,1,0,755.94
990,2,2,1.39176,103.904262,5,0,17,1,0,757.58
1604,3,3,1.303688404,103.8931573,0,0,13,1,0,1153.37
560,1,2,1.3619,103.83938,3,0,3,1,0,2178.57
958,2,2,1.323378,103.850379,1,0,13,1,0,1461.38
581,1,1,1.304406,103.8406005,2,1,6,1,0,2044.75
1895,4,4,1.30635,103.88428,1,1,10,1,0,1583.11
635,1,1,1.316034,103.802265,1,0,6,1,0,1968.5
958,2,2,1.31059,103.9254,1,0,5,1,0,1513.57
990,2,2,1.39176,103.904262,5,0,17,1,0,757.58
1184,3,3,1.390851,103.9041945,5,0,17,1,0,726.35
775,2,2,1.315125,103.8384045,2,2,6,1,0,2322.58
1840,4,3,1.314468,103.8321675,2,0,17,1,0,1918.48
904,1,1,1.338975,103.951512,1,0,22,1,0,829.65
1313,3,3,1.314693,103.9339755,0,0,20,1,0,898.71
1377,2,3,1.314099,103.8840705,2,1,16,1,0,871.46
1712,3,3,1.28626,103.84244,0,2,10,1,0,1745.85
1184,2,3,1.371861,103.9438485,1,0,7,1,0,945.95
624,1,2,1.327608,103.944024,3,1,4,1,0,1474.36
700,2,2,1.321821,103.864743,2,1,4,1,0,1700
1108,3,3,1.377837,103.9027545,3,0,4,1,0,1101.08
624,1,2,1.363032,103.7641275,1,1,4,1,0,1306.09
1518,2,2,1.365453,103.769244,1,1,31,1,0,1251.65
1054,2,3,1.38987,103.77027,3,0,6,1,0,901.33
1765,3,3,1.296594,103.842396,2,3,9,1,0,2124.65
1302,3,4,1.35026,103.93597,4,0,5,1,0,1228.88
1324,2,3,1.444464,103.825377,2,0,5,1,0,1019.64
517,1,1,1.31295,103.91128,4,0,5,1,0,1447.78
1044,2,2,1.32228,103.91135,3,1,15,1,0,1302.68
1809,3,3,1.3619,103.83938,3,0,15,1,0,1299.06
990,2,2,1.390851,103.9041945,5,0,17,1,0,772.73
441,1,1,1.341738,103.9534155,2,1,6,1,0,1632.65
775,2,2,1.27035,103.8139695,1,1,5,1,0,1806.45
1658,4,4,1.301598,103.8977415,0,0,10,1,0,1930.04
2036,3,4,1.29229,103.76819,0,0,11,1,0,1050.1
893,2,2,1.34261,103.92539,1,0,8,1,0,1287.79
2023,3,3,1.28112,103.81474,2,0,7,1,0,1384.08
1281,4,4,1.376712,103.959927,2,0,4,1,0,897.74
441,1,1,1.29621,103.80361,2,1,-2,1,0,1734.69
958,2,2,1.322916802,103.8481086,0,0,10,1,0,1774.53
1173,3,3,1.31913,103.91174,2,1,25,1,0,1091.22
1260,2,4,1.38616,103.74618,4,1,20,1,0,714.29
1647,3,3,1.268163,103.814379,0,0,7,1,0,2125.08
1173,3,3,1.32084,103.8998,2,1,4,1,0,1253.2
689,2,2,1.329948,103.8691755,2,1,4,1,0,1814.22
474,1,1,1.378665,103.7639565,4,1,2,1,0,1582.28
904,2,2,1.330038,103.868352,2,1,8,1,0,1438.05
818,2,2,1.355967,103.9671225,1,0,3,1,0,1024.45
958,2,2,1.37497,103.97395,0,0,9,1,0,918.58
1810,4,4,1.37934,103.9429935,2,0,4,1,0,1000
969,2,2,1.30033,103.85701,1,2,11,1,0,1568.63
570,1,2,1.32425,103.95297,0,0,3,1,0,1675.44
1012,2,2,1.438164,103.8307815,3,0,6,1,0,957.51
689,1,1,1.358595,103.967226,1,0,6,1,0,1030.48
1399,3,3,1.264851,103.8165255,0,2,4,1,0,2144.39
732,1,1,1.277226,103.8536955,0,3,3,1,0,2197.41
1066,1,2,1.358856,103.7627685,0,0,21,1,0,1106.94
1605,3,3,1.426455,103.8240585,1,0,10,1,0,884.74
721,1,1,1.327830069,103.8854499,1,1,4,1,0,1456.31
926,2,3,1.433646297,103.8415293,6,0,3,1,0,1079.91
635,1,1,1.323801,103.945356,2,1,3,1,0,1259.84
1002,2,2,1.277226,103.8536955,0,3,3,1,0,2493.01
915,2,2,1.373076,103.942656,2,0,9,1,0,939.89
1485,4,4,1.32453,103.9298805,3,1,5,1,0,1468.01
1023,3,2,1.352817,103.756428,3,0,21,1,0,830.89
990,2,2,1.289484,103.830084,3,1,27,1,0,1393.94
1410,2,3,1.30851,103.8386835,2,0,6,1,0,2340.43
721,2,2,1.340208,103.8810285,2,1,4,1,0,1539.53
861,1,1,1.30442,103.8617,1,2,8,1,0,1858.3
377,1,1,1.2798,103.7859075,0,0,6,1,0,1671.09
667,1,1,1.34261,103.92539,1,0,6,1,0,1296.85
894,2,2,1.323927,103.944708,2,1,3,1,0,1370.92
1453,4,4,1.349424,103.962384,1,0,15,1,0,825.88
754,1,1,1.274616,103.8443175,1,1,6,1,0,1856.76
1206,2,2,1.266975,103.81275,0,0,7,1,0,1740.46
936,2,2,1.390851,103.9041945,5,0,17,1,0,758.55
786,2,2,1.270566,103.8136275,1,1,5,1,0,1908.4
688,2,3,1.36177,103.88696,2,1,4,1,0,1438.95
1389,3,3,1.270989,103.824081,2,0,15,1,0,1295.9
1550,2,3,1.31465,103.90201,1,0,11,1,0,1090.32
958,2,2,1.360404,103.967091,2,0,21,1,0,855.95
1109,3,3,1.33448,103.85108,4,1,8,1,0,1442.74
1356,3,3,1.386828,103.744782,3,1,22,1,0,774.34
1367,3,3,1.380213,103.8998565,4,0,15,1,0,819.31
742,2,2,1.369269,103.776822,0,0,5,1,0,1266.85
1959,4,4,1.368765,103.7770605,0,0,5,1,0,1225.11
1076,2,2,1.293651,103.837185,1,0,6,1,0,1951.67
463,1,1,1.312209,103.8865185,2,1,5,1,0,1295.9
721,2,2,1.342611,103.719375,4,1,6,1,0,1317.61
1173,2,3,1.378458,103.9574925,2,0,8,1,0,850.81
463,1,1,1.317627,103.828572,3,1,4,1,0,2591.79
1399,1,1,1.313721,103.8887595,2,0,6,1,0,857.76
1163,3,3,1.345986,103.725378,3,0,2,1,0,1504.73
893,2,2,1.266525,103.816566,0,2,16,1,0,1678.49
1862,3,3,1.30602279,103.7886574,1,2,9,1,0,1443.61
1119,3,3,1.351971,103.757814,3,0,15,1,0,1099.2
1012,3,2,1.30066,103.83737,1,1,24,1,0,1660.08
904,2,3,1.381284,103.902876,4,0,5,1,0,1026.55
743,1,1,1.277226,103.8536955,0,3,3,1,0,2286.37
1055,2,3,1.39735,103.89688,7,0,10,1,0,1061.61
1023,2,2,1.352088,103.756707,3,0,21,1,0,801.56
1550,4,3,1.368441,103.877847,2,0,5,1,0,1045.16
527,1,1,1.427283,103.7860515,4,0,6,1,0,1096.77
549,1,1,1.31499,103.834755,2,2,15,1,0,2149.36
538,1,2,1.313721,103.8887595,2,0,6,1,0,1394.05
1033,3,3,1.300709927,103.8547501,1,3,2,1,0,909.97
2067,3,3,1.40246,103.90686,9,0,6,1,0,716.01
1475,3,3,1.295946,103.829778,2,0,18,1,0,1606.78
1001,2,3,1.343349,103.719303,4,1,6,1,0,1398.6
840,2,2,1.335915,103.8696885,2,1,8,1,0,1357.14
1970,4,3,1.268163,103.814379,0,0,7,1,0,1624.37
1195,3,4,1.348596,103.9255875,0,0,7,1,0,1255.23
1346,3,3,1.380213,103.8998565,4,0,15,1,0,798.66
549,1,1,1.332999,103.869981,2,1,6,1,0,1575.59
1399,3,3,1.34261,103.92539,1,0,9,1,0,1086.49
1012,2,2,1.295973,103.8664305,0,0,22,1,0,1343.87
925,2,2,1.342665,103.881879,3,1,5,1,0,1491.89
818,1,1,1.30442,103.8617,1,2,8,1,0,2078.24
1582,3,3,1.321461,103.811553,1,2,8,1,0,2022.76
463,1,1,1.371996315,103.944803,1,0,1,1,0,1403.89
1238,3,3,1.373202,103.9013325,2,0,16,1,0,848.14
678,1,2,1.39735,103.89688,7,0,-3,1,0,1634.22
1184,3,3,1.423854,103.8480795,3,0,6,1,0,971.28
1001,2,2,1.312371,103.938732,1,0,21,1,0,1098.9
474,1,1,1.307697712,103.7916296,1,2,3,1,0,1995.78
1475,3,3,1.290527695,103.8165718,2,1,6,1,0,1289.49
904,1,1,1.315548,103.8251475,2,0,15,1,0,1436.95
797,2,2,1.324989,103.9286115,2,1,5,1,0,1568.38
1184,3,3,1.32083,103.91778,2,1,13,1,0,1224.66
1152,2,3,1.405035,103.8195945,0,0,4,1,0,1147.57
1238,2,3,1.311957,103.9402845,1,0,16,1,0,1292.41
1001,2,2,1.264563,103.815504,0,0,4,1,0,2257.74
1420,3,4,1.381284,103.902876,4,0,5,1,0,1056.34
1389,3,3,1.297494,103.8746025,0,0,24,1,0,1259.9
1109,3,3,1.345572,103.722579,3,1,13,1,0,973.85
980,2,2,1.30318102,103.7897599,1,3,11,1,0,1581.63
