area,bathroom,bedroom,lat,long,school,mrt,age,type_condo,type_hdb,price_sqft
1206,2,3,1.419309,103.8470445,4,0,6,0,1,368.99
1001,2,3,1.395027,103.8775635,3,0,7,0,1,399.6
1539,2,4,1.369593,103.950288,1,1,28,0,1,422.35
1323,2,3,1.33758,103.85179,4,0,28,0,1,476.19
1281,2,3,1.327572,103.9304835,5,1,42,0,1,515.22
818,2,2,1.28286,103.82203,3,0,47,0,1,425.43
1561,3,3,1.346904,103.9548555,4,1,33,0,1,491.99
1560,2,4,1.345257,103.6942155,6,0,28,0,1,319.23
1475,2,4,1.371159,103.961115,3,0,28,0,1,337.63
732,2,2,1.34261,103.92539,1,0,40,0,1,409.84
1755,3,4,1.430793,103.7795175,3,0,27,0,1,398.86
1539,2,4,1.338579,103.7451375,2,0,23,0,1,571.8
732,2,2,1.365138,103.865418,2,0,42,0,1,420.77
1001,2,3,1.327995,103.9232475,3,0,5,0,1,698.3
990,2,3,1.39329,103.8781395,3,0,6,0,1,496.97
969,2,3,1.39545,103.90626,9,0,6,0,1,485.04
1003,2,3,1.35026,103.93597,4,0,6,0,1,593.22
635,1,2,1.323702,103.859055,2,1,34,0,1,563.78
732,2,2,1.381464,103.769766,5,0,5,0,1,437.16
1399,2,4,1.451295,103.8241215,4,0,21,0,1,357.4
1001,2,3,1.370619,103.948164,0,1,8,0,1,507.49
1539,2,4,1.34261,103.92539,1,0,28,0,1,479.53
979,2,3,1.365138,103.865418,2,0,42,0,1,429.01
1604,3,4,1.35261,103.8662235,4,1,36,0,1,529.93
785,2,2,1.34145,103.6867,2,0,32,0,1,350.32
1355,2,3,1.434384,103.791681,5,0,21,0,1,360.15
1119,2,3,1.347921,103.84875,3,2,35,0,1,509.38
990,2,3,1.404936,103.8980385,4,1,6,0,1,535.35
1388,2,4,1.378566,103.770648,4,0,32,0,1,337.18
1001,2,3,1.346904,103.9334085,2,0,6,0,1,539.46
1206,2,3,1.419102,103.846464,4,0,6,0,1,439.47
1324,2,4,1.368828,103.950297,2,1,28,0,1,395.02
1216,2,4,1.39329,103.8781395,3,0,6,0,1,476.97
689,2,2,1.327995,103.9352175,6,0,42,0,1,435.41
1206,2,3,1.397529,103.8891195,4,0,6,0,1,480.93
1087,2,3,1.377936,103.8869775,6,0,25,0,1,317.39
1571,2,4,1.37259,103.9581225,3,0,28,0,1,394.65
1765,3,5,1.4202,103.841073,3,0,34,0,1,419.26
1302,2,3,1.353717,103.931946,2,0,32,0,1,384.02
743,2,2,1.392219,103.8786525,4,0,11,0,1,477.79
1108,2,3,1.349433,103.939254,3,1,37,0,1,401.62
721,2,2,1.382274,103.880142,2,0,9,0,1,471.57
861,2,3,1.290366,103.821579,3,0,53,0,1,462.25
1550,2,3,1.377,103.77117,3,0,33,0,1,341.94
1109,2,3,1.436535,103.838679,4,0,35,0,1,315.6
1001,2,3,1.377351,103.836465,3,0,40,0,1,449.55
721,2,2,1.328436,103.723794,0,0,6,0,1,649.1
1399,2,4,1.29456,103.80969,1,1,27,0,1,627.59
1464,2,4,1.37087,103.89365,4,1,25,0,1,587.43
721,1,2,1.389105,103.987494,0,0,45,0,1,409.15
1572,2,4,1.373193,103.963383,3,0,28,0,1,362.6
1109,2,3,1.349541,103.9529835,5,0,37,0,1,360.69
1076,2,3,1.377468,103.886928,6,0,25,0,1,367.1
1001,2,3,1.309419,103.8838995,1,1,40,0,1,578.42
1087,2,3,1.440774,103.7974185,6,0,25,0,1,340.39
1378,2,4,1.37511,103.9351455,2,0,26,0,1,377.36
990,2,3,1.404882,103.896351,4,0,6,0,1,492.93
742,2,2,1.33278,103.93165,4,1,41,0,1,336.93
700,2,3,1.323693,103.934997,3,0,44,0,1,428.57
1399,2,4,1.32484,103.9108,3,0,32,0,1,564.69
1399,2,4,1.387215,103.8955275,7,1,21,0,1,457.47
1216,2,3,1.376028,103.7413665,3,0,5,0,1,427.63
786,2,2,1.345959,103.939614,3,1,36,0,1,442.75
1119,2,3,1.351719,103.9519665,5,0,38,0,1,406.61
1130,2,3,1.353276,103.935069,3,0,35,0,1,353.98
1065,2,3,1.321587,103.7409885,0,0,39,0,1,309.86
980,2,3,1.369683,103.8983355,3,0,36,0,1,418.37
1184,2,3,1.406016,103.8965085,4,0,6,0,1,523.65
1205,2,3,1.4049,103.90272,7,1,19,0,1,398.34
1528,2,4,1.379835,103.735026,2,0,22,0,1,307.59
1356,2,4,1.352862,103.7032785,3,0,20,0,1,316.29
1216,2,3,1.370547,103.9475925,0,1,8,0,1,504.11
742,1,2,1.355913,103.750605,3,1,35,0,1,389.49
721,2,2,1.320921,103.883355,2,1,43,0,1,464.63
904,2,3,1.43621,103.83582,4,0,36,0,1,351.77
990,2,3,1.411353,103.9006125,3,0,6,0,1,479.8
979,2,3,1.340784,103.697874,5,1,21,0,1,408.58
1528,2,4,1.34253,103.957011,2,1,33,0,1,510.47
570,1,2,1.28808,103.80926,2,0,57,0,1,456.14
1431,2,4,1.352817,103.962915,1,0,26,0,1,368.97
1313,2,4,1.342575,103.7362905,4,1,33,0,1,455.45
990,2,3,1.394226,103.8922425,6,1,7,0,1,462.63
1356,2,3,1.34964,103.955337,5,0,36,0,1,372.42
1001,2,3,1.35026,103.93597,4,0,6,0,1,534.47
1355,2,4,1.36296,103.957515,1,0,25,0,1,369
990,2,3,1.448172,103.8030345,4,0,6,0,1,403.03
1216,2,3,1.392543,103.878162,3,0,6,0,1,464.64
1280,2,3,1.28142,103.807287,1,0,44,0,1,421.88
785,2,2,1.349928,103.756977,3,0,36,0,1,354.14
1108,2,3,1.275354,103.826952,2,0,36,0,1,509.93
731,2,2,1.379394,103.8391605,3,0,40,0,1,377.56
732,2,2,1.346229,103.9380795,3,1,37,0,1,461.75
1614,2,4,1.38015,103.771125,4,0,32,0,1,381.04
1108,2,3,1.348632,103.952853,5,0,37,0,1,383.57
635,1,2,1.346247,103.7094075,2,0,46,0,1,365.35
1001,2,3,1.396044,103.880736,5,0,5,0,1,467.53
1291,2,3,1.309473,103.882437,1,1,24,0,1,658.4
753,2,2,1.379709,103.829202,2,0,10,0,1,568.39
1216,2,3,1.388844,103.8800835,3,0,6,0,1,491.78
1022,2,3,1.385541,103.900779,4,0,9,0,1,459.88
1184,2,3,1.41003,103.90594,5,0,17,0,1,396.96
980,2,3,1.328418,103.7243025,0,0,6,0,1,668.37
1614,3,4,1.34261,103.92539,1,0,35,0,1,421.31
1270,2,3,1.303092,103.763412,0,0,40,0,1,496.06
936,2,3,1.379709,103.829202,2,0,9,0,1,574.79
1291,2,3,1.301553,103.9084065,2,0,44,0,1,604.18
1302,2,3,1.366335,103.896207,2,0,37,0,1,374.81
732,1,2,1.300941,103.853988,2,3,42,0,1,655.74
710,1,2,1.292742,103.802805,2,1,51,0,1,366.2
1582,2,3,1.374939,103.9466205,1,1,26,0,1,474.08
1259,2,3,1.28278,103.81687,1,0,43,0,1,492.45
1259,2,3,1.308843,103.7891475,1,2,44,0,1,552.03
506,1,1,1.327509,103.9232655,1,0,5,0,1,553.36
990,2,3,1.432845,103.844331,4,0,6,0,1,434.34
721,2,2,1.337886,103.7424285,2,0,38,0,1,402.22
1119,2,3,1.43621,103.83582,4,0,33,0,1,339.59
1550,2,4,1.34995,103.75199,3,1,36,0,1,445.16
1259,2,3,1.276119,103.809591,1,0,43,0,1,540.11
796,2,2,1.352214,103.931388,2,0,33,0,1,376.88
1001,2,3,1.455201,103.813587,3,0,14,0,1,387.61
1291,2,4,1.358946,103.9371615,2,0,25,0,1,439.96
1178,2,3,1.34995,103.75199,3,1,36,0,1,309.85
1495,2,3,1.446705,103.817043,4,1,22,0,1,334.45
699,2,2,1.312092,103.8971835,1,0,45,0,1,486.41
1302,2,3,1.34261,103.92539,1,0,35,0,1,384.02
1690,2,4,1.275354,103.826952,2,0,36,0,1,494.08
1206,2,3,1.410903,103.901184,3,0,6,0,1,547.26
947,2,3,1.318176,103.861404,2,1,47,0,1,538.54
1098,2,3,1.309473,103.882437,1,1,24,0,1,564.66
1292,2,3,1.339092,103.74039,2,0,38,0,1,398.61
1367,2,3,1.377837,103.934583,2,0,26,0,1,365.76
1141,2,3,1.33448,103.85108,4,1,23,0,1,438.21
1420,2,4,1.431504,103.7735145,2,1,32,0,1,316.9
1313,2,4,1.414269,103.8382605,3,0,33,0,1,354.15
1313,2,3,1.433187,103.7815965,4,0,35,0,1,323.69
818,1,2,1.294299,103.799727,2,0,48,0,1,487.78
925,2,3,1.335501,103.697514,2,1,20,0,1,410.81
1356,2,3,1.371996,103.961583,3,0,28,0,1,357.67
947,2,3,1.305441,103.781871,1,0,11,0,1,686.38
1572,3,4,1.356336,103.883724,2,1,30,0,1,539.44
721,1,2,1.389105,103.987494,0,0,45,0,1,414.7
1324,2,4,1.36899,103.949118,1,1,28,0,1,392.75
700,1,2,1.32407,103.85596,1,0,48,0,1,385.71
1119,2,3,1.32651,103.900491,2,1,35,0,1,377.12
1238,2,3,1.295613,103.8044745,2,1,21,0,1,565.43
1614,3,4,1.37158,103.8749,3,0,29,0,1,458.49
721,2,2,1.327977,103.9258035,3,0,35,0,1,423.79
980,2,3,1.356318,103.873176,2,0,36,0,1,469.39
785,2,2,1.41737,103.83722,3,1,33,0,1,369.43
1345,2,3,1.343691,103.738941,4,0,38,0,1,362.83
678,2,2,1.423215,103.8330495,3,0,35,0,1,424.78
1206,2,3,1.42308,103.846419,3,0,7,0,1,412.94
1206,2,3,1.38969,103.7683845,3,0,6,0,1,456.05
721,2,2,1.320921,103.883355,2,1,43,0,1,395.28
721,2,2,1.37062,103.85865,1,0,41,0,1,388.35
1206,2,3,1.395108,103.891455,5,0,6,0,1,446.1
793,2,2,1.38942,103.7685735,3,0,6,0,1,428.75
990,2,3,1.32661,103.93547,5,0,43,0,1,444.44
1511,2,4,1.377891,103.754241,3,0,32,0,1,375.91
635,1,2,1.327509,103.9422195,3,1,43,0,1,390.55
990,2,3,1.372311,103.837599,3,0,43,0,1,492.93
1119,2,3,1.350486,103.930911,2,0,32,0,1,402.14
732,2,2,1.376208,103.8370455,3,0,40,0,1,382.51
968,2,3,1.390005,103.892031,8,1,20,0,1,413.22
1001,2,3,1.396773,103.881105,5,0,5,0,1,459.54
1206,2,3,1.372014,103.85307,2,1,9,0,1,612.77
1087,2,3,1.33692,103.85682,2,0,24,0,1,505.98
1001,2,3,1.35026,103.93597,4,0,6,0,1,599.29
1560,2,4,1.375938,103.9465035,1,1,27,0,1,441.03
700,2,2,1.310967,103.8517515,3,1,18,0,1,714.29
1335,2,4,1.369899,103.8963915,4,1,29,0,1,438.2
1291,2,3,1.304469,103.918176,3,0,46,0,1,600.31
688,2,2,1.370133,103.8731175,1,0,34,0,1,389.53
882,2,2,1.322712,103.7698875,2,0,36,0,1,463.59
1443,2,4,1.396827,103.9011885,7,0,21,0,1,398.48
904,2,3,1.422792,103.8398355,3,0,34,0,1,375
732,2,2,1.3037,103.86488,1,2,50,0,1,450.82
721,2,2,1.317906,103.770936,2,0,41,0,1,510.4
1356,2,3,1.361502,103.9501215,2,0,28,0,1,405.6
786,2,3,1.365138,103.865418,2,0,43,0,1,455.47
1001,2,3,1.432557,103.830786,4,0,36,0,1,419.58
1184,2,3,1.39545,103.90626,9,0,19,0,1,380.07
1216,2,3,1.390482,103.880511,4,0,6,0,1,452.3
721,2,2,1.353384,103.8862575,2,0,39,0,1,413.31
1313,2,4,1.373391,103.872465,1,0,30,0,1,394.52
1108,2,3,1.371933,103.9554495,3,0,31,0,1,386.28
1216,2,3,1.389591,103.7674485,3,0,6,0,1,435.86
1345,2,4,1.39288,103.88762,4,0,19,0,1,431.23
1119,2,3,1.378854,103.740417,3,0,30,0,1,312.78
1001,2,3,1.40246,103.90686,9,0,9,0,1,427.57
990,2,3,1.385307,103.897872,5,0,17,0,1,363.64
1340,2,3,1.345788,103.9503195,5,1,35,0,1,394.69
1593,3,4,1.35164,103.88473,2,0,37,0,1,433.15
1001,2,3,1.369197,103.9473,1,0,8,0,1,499.5
1280,2,3,1.33949,103.70739,3,1,23,0,1,428.12
699,2,2,1.32298,103.87001,1,1,46,0,1,429.18
796,2,2,1.334718,103.867929,2,1,36,0,1,527.64
721,2,2,1.379673,103.8364875,3,0,41,0,1,374.48
1022,2,3,1.398465,103.88997,5,0,6,0,1,477.5
1216,2,3,1.43621,103.83582,4,0,6,0,1,475.33
990,2,3,1.4049,103.90272,7,1,16,0,1,422.22
1431,2,3,1.400013,103.7443545,4,1,26,0,1,328.44
883,2,4,1.322334,103.939767,3,0,43,0,1,379.39
1302,2,3,1.40094,103.75056,4,0,22,0,1,322.58
936,2,3,1.39545,103.90626,9,0,6,0,1,480.77
1108,2,3,1.275075,103.8258855,2,0,36,0,1,450.36
1205,2,3,1.395315,103.8880125,5,0,6,0,1,481.33
1184,2,3,1.449675,103.825476,2,0,19,0,1,337.74
785,2,2,1.322829,103.9328505,3,1,44,0,1,458.6
1108,2,3,1.352457,103.9502385,6,0,37,0,1,415.16
1259,2,3,1.30428,103.908366,2,0,45,0,1,683.08
1238,2,3,1.33794,103.7005875,3,1,21,0,1,387.72
1302,2,3,1.375983,103.8488625,1,0,40,0,1,391.71
1001,2,3,1.369197,103.9473,1,0,8,0,1,524.48
538,1,1,1.309383,103.7697975,1,0,9,0,1,650.56
688,2,2,1.28228,103.81708,1,0,31,0,1,436.05
990,2,3,1.403262,103.9020075,6,1,9,0,1,472.73
1001,2,3,1.404801,103.8966165,5,0,6,0,1,498.5
786,2,2,1.375344,103.769658,3,0,33,0,1,445.29
990,2,3,1.315143,103.766058,2,1,43,0,1,503.03
1216,2,3,1.388844,103.8800835,3,0,6,0,1,402.96
1119,2,3,1.349415,103.931406,2,0,32,0,1,393.21
1151,2,3,1.357731,103.8437865,1,0,29,0,1,456.13
1076,2,3,1.376703,103.8824955,5,0,23,0,1,357.81
1216,2,3,1.331955,103.7215125,1,0,6,0,1,464.64
1206,2,3,1.34865,103.709097,3,0,7,0,1,460.2
1001,2,3,1.4049,103.90272,7,1,9,0,1,535.35
1011,2,3,1.396827,103.9011885,7,0,21,0,1,364
721,2,2,1.321056,103.7668995,2,0,42,0,1,441.05
1518,2,4,1.349226,103.696101,3,0,26,0,1,382.08
1001,2,3,1.42877,103.84615,2,0,33,0,1,329.67
699,1,2,1.320804,103.947354,1,0,45,0,1,386.27
1216,2,3,1.396251,103.881051,5,0,5,0,1,435.86
990,2,3,1.323324,103.940028,3,0,43,0,1,414.14
732,2,2,1.365669,103.894857,1,0,38,0,1,403.01
904,2,3,1.351881,103.934691,3,0,34,0,1,436.95
1399,2,3,1.387215,103.8955275,7,1,21,0,1,400.29
990,2,3,1.365138,103.865418,2,0,43,0,1,358.59
1161,2,3,1.317474,103.876353,1,0,31,0,1,391.9
904,2,3,1.364814,103.8657555,2,0,34,0,1,331.86
1593,3,3,1.364814,103.8657555,2,0,34,0,1,386.06
1614,2,3,1.348002,103.9428135,4,0,36,0,1,495.66
1345,2,4,1.32431,103.9115,3,1,32,0,1,535.32
1001,2,3,1.405971,103.8968055,4,0,6,0,1,517.48
1571,3,4,1.339308,103.772052,2,1,33,0,1,604
1184,2,3,1.41003,103.90594,5,0,18,0,1,496.62
699,2,2,1.304559,103.917231,3,0,46,0,1,513.59
1130,2,3,1.32435,103.8623625,3,1,36,0,1,501.77
1571,3,3,1.326699,103.902984,2,0,35,0,1,412.48
1680,3,3,1.365885,103.887387,4,0,35,0,1,401.78
990,2,3,1.393191,103.878693,4,0,6,0,1,464.65
1001,2,3,1.4049,103.90272,7,1,6,0,1,479.52
1206,2,3,1.37187,103.853592,2,1,9,0,1,686.57
1582,2,4,1.366632,103.9630995,2,0,28,0,1,391.91
797,2,2,1.334862,103.8674115,2,1,37,0,1,486.83
1195,2,3,1.388502,103.8909825,7,0,20,0,1,391.63
1012,2,3,1.32857,103.85153,1,0,40,0,1,464.43
1200,2,3,1.32758,103.84504,1,0,39,0,1,625
904,2,3,1.364814,103.8657555,2,0,35,0,1,414.82
1432,2,3,1.353744,103.8861585,2,0,37,0,1,502.79
1140,2,3,1.373292,103.9618305,3,0,28,0,1,381.58
635,1,2,1.289052,103.827501,2,1,49,0,1,472.44
1270,2,3,1.322757,103.8832335,2,1,41,0,1,485.04
1119,2,3,1.437129,103.8403305,4,0,35,0,1,321.72
1216,2,3,1.417734,103.843827,2,0,5,0,1,492.6
990,2,3,1.36644,103.85818,3,0,41,0,1,373.62
920,2,3,1.344267,103.701249,5,0,20,0,1,367.39
1001,2,3,1.389042,103.8794175,3,0,6,0,1,399.6
1001,2,3,1.387611,103.771719,4,0,6,0,1,458.43
1399,2,3,1.39545,103.90626,9,0,18,0,1,434.6
1184,2,3,1.383093,103.761855,5,0,20,0,1,367.4
1184,2,3,1.456479,103.817178,4,0,18,0,1,337.84
1011,2,3,1.370304,103.9577265,3,0,31,0,1,395.65
732,2,2,1.327743,103.9288725,4,1,42,0,1,419.4
1270,2,3,1.328229,103.9344705,5,0,41,0,1,543.31
1108,2,3,1.34829,103.9407435,3,1,36,0,1,404.33
1539,2,4,1.338471,103.74381,2,0,23,0,1,539.31
1184,2,3,1.356705,103.9313835,2,0,5,0,1,557.43
990,2,3,1.380132,103.8293685,2,0,41,0,1,422.22
1001,2,3,1.40246,103.90686,9,0,5,0,1,474.53
1216,2,3,1.35026,103.93597,4,0,6,0,1,557.57
1453,2,4,1.388358,103.8988395,5,0,22,0,1,452.86
1163,2,3,1.361619,103.843935,2,0,30,0,1,472.91
1119,2,3,1.326852,103.9190175,3,0,37,0,1,384.27
1216,2,3,1.40246,103.90686,9,0,9,0,1,532.89
990,2,3,1.375605,103.7403585,2,0,6,0,1,393.94
785,2,2,1.364247,103.8914775,2,0,43,0,1,394.9
1011,2,3,1.393398,103.8766455,3,0,9,0,1,435.21
1302,2,3,1.379799,103.940919,2,0,27,0,1,407.07
720,2,2,1.358433,103.871223,2,0,36,0,1,458.33
957,2,3,1.43046,103.7820015,4,0,36,0,1,312.43
1205,2,3,1.390959,103.884147,5,0,20,0,1,331.95
1001,2,3,1.40472,103.9049685,6,1,11,0,1,419.58
1356,2,3,1.391724,103.885497,5,0,20,0,1,383.48
1206,2,3,1.407753,103.900905,5,1,5,0,1,609.45
1206,2,3,1.418337,103.843728,3,0,6,0,1,470.98
700,2,2,1.37169,103.9495005,1,1,5,0,1,614.29
1195,2,3,1.39284,103.903146,6,0,21,0,1,366.53
1023,2,3,1.379709,103.829202,2,0,10,0,1,537.63
646,2,2,1.300941,103.853988,2,3,42,0,1,696.59
1571,3,3,1.348596,103.9325445,2,0,32,0,1,467.85
1626,3,4,1.348128,103.721157,3,1,36,0,1,399.75
1614,3,4,1.35063,103.942251,4,2,36,0,1,483.27
1130,2,3,1.352952,103.9349385,3,0,35,0,1,371.68
797,2,2,1.346526,103.9354515,2,1,33,0,1,439.15
1001,2,3,1.41003,103.90594,5,0,11,0,1,494.51
634,2,2,1.32386,103.88624,2,1,56,0,1,351.74
1377,2,4,1.389528,103.8886155,5,0,20,0,1,412.49
732,2,2,1.33753,103.85083,4,0,53,0,1,321.04
1001,2,3,1.390482,103.880511,4,0,6,0,1,437.56
775,1,2,1.319022,103.74669,0,0,42,0,1,341.94
1313,2,3,1.34469,103.76009,2,0,24,0,1,430.31
1550,3,4,1.380141,103.7372175,2,0,24,0,1,348.39
1033,2,3,1.305684,103.760649,1,0,41,0,1,414.33
1184,2,3,1.41003,103.90594,5,0,17,0,1,396.96
1194,2,3,1.404936,103.8980385,4,1,6,0,1,559.46
1528,3,3,1.358199,103.888782,2,1,36,0,1,497.38
1227,2,3,1.388223,103.8731805,2,0,17,0,1,350.45
904,2,3,1.351737,103.935951,4,0,35,0,1,442.48
1076,2,3,1.280997,103.8092265,2,0,16,0,1,599.44
1302,2,3,1.394262,103.749318,3,1,25,0,1,360.98
1184,2,3,1.276758,103.8085245,1,0,19,0,1,667.23
904,2,3,1.326717,103.901562,2,1,35,0,1,425.88
990,2,3,1.32715,103.93519,5,0,43,0,1,434.34
915,2,3,1.449675,103.825476,2,0,19,0,1,398.91
990,2,3,1.3041,103.7655135,0,0,42,0,1,459.6
1012,2,3,1.394613,103.876587,3,0,9,0,1,474.31
1216,2,3,1.369593,103.9474575,0,1,8,0,1,524.67
1119,2,3,1.3743,103.872555,2,0,30,0,1,357.46
1560,2,4,1.365156,103.9563495,2,0,27,0,1,371.79
1302,2,3,1.422054,103.8356595,4,0,34,0,1,384.02
1205,2,3,1.448055,103.8027105,4,0,6,0,1,369.29
731,2,2,1.380132,103.8293685,2,0,42,0,1,362.52
603,2,2,1.28928,103.82812,2,1,58,0,1,447.76
1205,2,3,1.386162,103.8922785,7,1,6,0,1,580.08
990,2,3,1.408005,103.8990735,4,1,5,0,1,505.05
700,2,2,1.28286,103.82203,3,0,47,0,1,468.57
990,2,3,1.453599,103.816566,4,0,21,0,1,368.69
968,2,3,1.39095,103.9086135,5,0,19,0,1,377.07
1184,2,3,1.364769,103.8469095,3,0,15,0,1,623.31
1321,2,4,1.431891,103.8342555,4,1,36,0,1,378.5
1270,2,3,1.381707,103.7372895,2,0,24,0,1,329.13
1281,2,4,1.281762,103.806864,1,0,44,0,1,443.4
916,2,3,1.341828,103.7028825,4,1,22,0,1,436.68
904,2,3,1.360818,103.951611,3,0,35,0,1,442.48
1550,3,3,1.34847,103.930227,1,0,24,0,1,451.61
1237,2,3,1.3827,103.90324,3,0,22,0,1,363.78
1184,2,3,1.342791,103.698396,5,0,20,0,1,388.51
700,1,2,1.44207,103.776354,1,0,45,0,1,328.57
1119,2,3,1.274769,103.826934,2,0,36,0,1,481.57
969,2,3,1.39545,103.90626,9,0,5,0,1,495.36
1001,2,3,1.41003,103.90594,5,0,8,0,1,419.58
1195,2,4,1.393551,103.8744855,3,0,7,0,1,451.88
1356,2,3,1.434069,103.837077,5,0,36,0,1,342.92
990,2,3,1.378935,103.9009905,4,0,6,0,1,403.03
722,2,2,1.380132,103.8293685,2,0,42,0,1,426.59
1055,2,3,1.368495,103.8715875,2,0,36,0,1,349.66
1184,2,3,1.443582,103.808772,3,0,19,0,1,358.95
1215,2,3,1.403262,103.9020075,6,1,9,0,1,534.98
731,2,2,1.390023,103.879575,4,0,6,0,1,485.64
807,2,2,1.352637,103.719402,2,0,37,0,1,359.36
1292,2,4,1.302849,103.913199,3,0,46,0,1,681.11
1291,2,3,1.339893,103.7464155,1,0,23,0,1,526.72
969,2,3,1.40246,103.90686,9,0,5,0,1,464.4
990,2,3,1.305333,103.762008,0,0,40,0,1,442.42
990,2,3,1.394307,103.874562,3,0,7,0,1,442.42
963,2,3,1.340946,103.6995255,5,1,21,0,1,455.87
915,2,3,1.4049,103.90272,7,1,19,0,1,418.58
721,2,2,1.327977,103.9258035,3,0,35,0,1,468.79
1303,2,3,1.341234,103.7461185,1,0,23,0,1,405.22
1550,2,3,1.38616,103.74618,4,1,25,0,1,340.65
1130,2,3,1.35026,103.93597,4,0,31,0,1,451.33
785,2,2,1.349955,103.7177055,3,0,35,0,1,366.88
947,2,2,1.363833,103.8907395,2,0,43,0,1,356.92
1184,2,3,1.4049,103.90272,7,1,20,0,1,388.51
1539,2,4,1.335762,103.865598,1,0,36,0,1,487.33
721,2,2,1.381554,103.8400065,3,0,40,0,1,413.31
958,2,3,1.332504,103.938588,6,0,43,0,1,375.78
990,2,3,1.40246,103.90686,9,0,14,0,1,492.93
1011,2,3,1.32857,103.85153,1,0,40,0,1,455
1206,2,3,1.419606,103.8472875,4,0,6,0,1,413.76
1206,2,3,1.393875,103.87863,3,0,7,0,1,460.2
990,2,3,1.316781,103.7708955,2,0,42,0,1,464.65
904,2,3,1.323432,103.942269,3,0,43,0,1,407.08
1572,3,4,1.347678,103.9324545,2,0,32,0,1,463.1
1001,2,3,1.346265,103.8731985,2,2,32,0,1,529.47
721,2,2,1.379394,103.8391605,3,0,40,0,1,395.28
1184,2,3,1.381248,103.879746,2,0,18,0,1,388.51
1130,2,3,1.432395,103.785066,5,0,24,0,1,314.16
1313,2,3,1.376181,103.7755215,3,0,32,0,1,354.15
1356,2,4,1.352268,103.7036025,4,0,20,0,1,331.78
1205,2,3,1.369053,103.870584,2,0,36,0,1,390.04
900,2,3,1.35765,103.9545405,6,1,34,0,1,416.67
1302,2,4,1.349208,103.856193,4,0,33,0,1,576.04
1603,2,3,1.352960022,103.88378,2,0,37,0,1,393.01
786,2,2,1.365138,103.865418,2,0,43,0,1,407.12
1281,2,3,1.316061,103.769118,2,1,42,0,1,476.19
1150,2,3,1.31238,103.907385,3,0,32,0,1,460.87
1302,2,3,1.350603,103.95405,5,0,36,0,1,382.49
1206,2,3,1.410237,103.9021425,4,0,6,0,1,470.98
1001,2,3,1.327995,103.9232475,3,0,5,0,1,674.33
990,2,3,1.39329,103.8781395,3,0,6,0,1,464.65
980,2,3,1.32156,103.8556665,1,0,47,0,1,382.65
969,2,3,1.401372,103.907097,9,0,14,0,1,462.33
721,2,2,1.32822,103.93729,6,0,43,0,1,388.35
646,1,2,1.30033,103.85701,1,2,42,0,1,523.22
904,2,3,1.35252,103.87036,4,2,35,0,1,639.38
1184,2,3,1.274697,103.8404835,1,0,20,0,1,709.46
1023,2,3,1.33983,103.740822,2,0,39,0,1,427.17
990,2,3,1.375218,103.899996,3,0,6,0,1,661.62
980,2,3,1.275579,103.8103155,1,0,43,0,1,500
1200,2,3,1.394613,103.876587,3,0,9,0,1,448.33
1184,2,3,1.4049,103.90272,7,1,17,0,1,380.07
1292,2,3,1.363005,103.9527045,3,0,28,0,1,377.71
1324,2,3,1.338939,103.742883,2,0,22,0,1,472.05
1765,2,5,1.428138,103.7728215,2,0,25,0,1,393.77
1216,2,3,1.389321,103.880502,3,0,6,0,1,534.54
1000,2,3,1.397421,103.8897045,5,0,6,0,1,480
1249,2,3,1.38078,103.9372785,2,0,26,0,1,375.5
1215,2,3,1.375425,103.8947265,5,0,32,0,1,385.19
721,2,3,1.43163,103.8356685,4,1,36,0,1,454.92
947,2,3,1.362942,103.834089,2,0,35,0,1,515.31
1593,2,4,1.378719,103.742928,3,0,28,0,1,325.17
1313,2,4,1.34145,103.6867,2,0,32,0,1,325.97
1238,2,3,1.4049,103.90272,7,1,9,0,1,516.96
1292,2,4,1.32387,103.86942,2,1,46,0,1,425.7
990,2,3,1.427274,103.841982,4,0,7,0,1,646.46
1184,2,3,1.403712,103.751685,2,0,19,0,1,354.73
1302,2,4,1.33448,103.85108,4,1,25,0,1,635.94
1205,2,3,1.386603,103.7577105,2,0,6,0,1,481.33
1108,2,3,1.359972,103.8422475,1,0,29,0,1,541.52
1302,2,3,1.389537,103.9013955,5,0,23,0,1,359.45
1259,2,3,1.34261,103.92539,1,0,21,0,1,532.17
1389,2,3,1.374147,103.9429575,2,0,27,0,1,387.33
1216,2,4,1.285839,103.8185955,3,1,27,0,1,680.92
1119,2,3,1.357632,103.8428145,1,0,29,0,1,563
1216,2,3,1.393191,103.878693,4,0,6,0,1,505.76
1604,2,4,1.376856,103.943718,2,0,27,0,1,450.75
1603,3,3,1.364814,103.8657555,2,0,35,0,1,405.49
1216,2,3,1.39572,103.8880665,5,0,6,0,1,476.97
1119,2,3,1.350747,103.9480245,6,0,38,0,1,393.21
1571,2,4,1.370961,103.9590495,3,0,28,0,1,469.76
699,1,2,1.302651,103.9121865,3,0,46,0,1,555.08
710,1,2,1.33029,103.8591675,3,0,47,0,1,349.3
893,2,3,1.319733,103.946625,1,0,36,0,1,446.81
979,2,3,1.374003,103.8501405,2,1,41,0,1,388.15
1291,2,3,1.346472,103.8512745,3,0,34,0,1,540.67
731,2,2,1.390023,103.879575,4,0,6,0,1,519.84
990,2,3,1.394307,103.874562,3,0,7,0,1,472.73
1474,3,3,1.319823,103.860981,2,1,38,0,1,552.92
