area,bathroom,bedroom,lat,long,school,mrt,age,bathroom_area,bedroom_area,remaining_area,convenience,distance_from_central,type_condo,type_hdb,price_sqft
-0.22072205457956662,-0.10501875062696016,0.4781719310310688,1.4312431729132407,0.6555728193440677,1.3408947439505507,0.5471533670680311,-0.8328021702691809,-0.28256833766125905,-0.00713614500022806,-0.4398113240942861,1.5417975248988005,1.017685134077211,0,1,585.86
0.03571893683838166,-0.10501875062696016,0.4781719310310688,0.7057513834471834,0.371502834462397,1.3408947439505507,-0.6019116514488585,0.45222297208426754,-0.1560175906620547,0.15194446325465685,-0.06775424051604957,1.0339079314653186,0.13545896333893248,0,1,357.81
-0.22668579856603055,-0.10501875062696016,0.4781719310310688,1.3668952054997312,0.6187707924590241,0.8170098304809685,0.5471533670680311,-0.8328021702691809,-0.2855113782891476,-0.01083569402941143,-0.44846381441005867,1.0339079314653186,0.9291067638563669,0,1,445.34
-0.25352264650511813,-0.10501875062696016,0.4781719310310688,1.3075707722161767,0.7474621569127858,3.436434397828879,-0.6019116514488585,-0.19028959909245668,-0.2987550611146456,-0.027483664660736595,-0.4874000208310371,3.0654663051992466,0.997997697399478,0,1,457.61
-0.22072205457956662,-0.10501875062696016,0.4781719310310688,1.096255224907608,0.261096753806608,0.29312491701138643,-0.6019116514488585,-0.7614118845828782,-0.28256833766125905,-0.00713614500022806,-0.4398113240942861,0.018128744598354625,0.3983787136818158,0,1,442.42
-0.1879214626540151,-0.10501875062696016,0.4781719310310688,0.9456893926590029,-1.3446520607600188,0.8170098304809685,-0.6019116514488585,-0.7614118845828782,-0.26638161420787254,0.013211374660280474,-0.39222262735753505,0.5260183380318366,0.4798918964627227,0,1,454.55
-1.0854649326168342,-0.10501875062696016,-0.7230947370192828,0.004442653629997473,1.5143793637142355,0.8170098304809685,-0.6019116514488585,1.1661258289472944,-0.7093092287050881,-0.9751848076365432,-0.9733815602336178,0.5260183380318366,1.2064133754961188,0,1,514.29
-1.0884468046100662,-1.5722650550783046,-0.7230947370192828,-1.4869161205419712,-0.5615172731382365,0.29312491701138643,-0.6019116514488585,2.165589828555532,-1.2250770987425434,-0.976417990646271,-0.6907335432517014,0.018128744598354625,-1.466766563918612,0,1,450.64
0.357761112107433,-0.10501875062696016,0.4781719310310688,0.9856440129484351,0.25123658811295213,-0.23075999645819564,-0.6019116514488585,0.02388125796645138,0.0029066032439231814,0.3517201108305588,0.39948023653568804,-0.4897608488351274,0.28783395994109245,0,1,403.72
-0.1819577186675512,-0.10501875062696016,0.4781719310310688,0.08790341601237069,1.1966474829624205,0.8170098304809685,-0.6019116514488585,-0.7614118845828782,-0.263438573579984,0.016910923689463845,-0.38357013704176157,0.5260183380318366,0.7656415668422164,0,1,593.22
