Built,area,bathroom,bedroom,price_sqft,Type,latitude,longitude
2019,1259.0,3,4,1335.19,Condo,1.371897,103.945491
2011,1248.0,3,3,1161.86,Condo,1.34261,103.92539000000001
1999,1410.0,2,3,354.61,HDB,1.428444,103.79529000000001
2015,1001.0,2,3,399.6,HDB,1.395891,103.87808100000001
2014,505.0,1,1,475.25,HDB,1.423242,103.848543
1979,732.0,2,2,389.34,HDB,1.3327799999999999,103.93165
2014,2529.0,4,4,1878.21,Condo,1.3063046987,103.9132140186
2006,969.0,2,3,464.4,HDB,1.4013719999999998,103.907097
2019,904.0,2,3,1250.0,Condo,1.3719963153,103.9448030088
2007,1109.0,2,3,1064.02,Condo,1.345572,103.72257900000001
2017,1044.0,3,2,1413.7,Condo,1.314927,103.8547845
2001,980.0,2,3,372.45,HDB,1.404693,103.7485035
2014,1410.0,3,3,2340.43,Condo,1.308591,103.8383775
2014,775.0,2,2,1096.77,Condo,1.4049,103.90272
2017,732.0,1,1,2197.41,Condo,1.276713,103.8533265
2015,1023.0,2,2,1583.58,Condo,1.352538,103.8517155
2010,1033.0,2,3,1093.9,Condo,1.39735,103.89688000000001
1968,732.0,2,2,368.85,HDB,1.3344799999999999,103.85108000000001
1999,1206.0,3,3,1509.12,Condo,1.317969,103.7802195
1986,1302.0,2,4,506.91,HDB,1.3445639999999999,103.851288
2001,1184.0,2,3,363.18,HDB,1.393542,103.9124295
1978,730.0,1,2,445.21,HDB,1.324233,103.94153100000001
2017,1389.0,4,5,1331.89,Condo,1.394559,103.881582
2013,1119.0,2,2,1599.64,Condo,1.268163,103.814379
2016,958.0,2,2,1179.54,Condo,1.370844,103.7757195
2010,904.0,2,2,2522.12,Condo,1.307736,103.8390885
1995,1270.0,2,4,354.33,HDB,1.37745,103.88817900000001
1984,1130.0,2,3,318.58,HDB,1.35172,103.88583
2010,1658.0,4,4,1990.35,Condo,1.301373,103.898169
2015,463.0,1,2,1846.65,Condo,1.294551,103.82758199999999
2015,807.0,2,2,1163.43,Condo,1.368792,103.8777795
1973,613.0,1,2,632.95,HDB,1.281798,103.84290899999999
2008,667.0,1,1,1874.06,Condo,1.280772,103.8526605
2016,980.0,2,3,1122.45,Condo,1.377522,103.96024200000001
2003,1195.0,3,3,650.21,Condo,1.423908,103.8490605
2017,1044.0,2,2,2734.4,Condo,1.276713,103.8533265
2015,452.0,1,1,1610.62,Condo,1.31283,103.92608
2014,474.0,1,1,580.17,HDB,1.39545,103.90626
2008,2153.0,4,4,2586.62,Condo,1.31667,103.81667
1985,1313.0,2,3,327.49,HDB,1.426392,103.8269115
1992,1323.0,2,3,361.3,HDB,1.43621,103.83582
2008,1119.0,3,3,766.76,Condo,1.432314,103.79822850000001
2009,1033.0,2,2,1548.89,Condo,1.290546,103.8156345
2016,1055.0,2,3,1943.13,Condo,1.298322,103.8845025
1985,1571.0,3,3,445.58,HDB,1.3525200000000002,103.86804599999999
2015,1130.0,2,3,840.71,HDB,1.320102,103.76557199999999
2011,2217.0,4,4,1799.23,Condo,1.301256,103.900914
2017,678.0,2,2,1989.51,Condo,1.336284,103.74174000000001
2000,915.0,2,3,775.96,HDB,1.293381,103.80933
2013,4908.0,5,5,2500.0,Condo,1.31562,103.8439305
2006,1281.0,3,3,913.35,Condo,1.356408,103.967739
2015,1270.0,2,3,1181.1,Condo,1.368765,103.7763585
2017,969.0,2,3,1083.59,Condo,1.3719963153,103.9448030088
2016,1098.0,3,3,3424.77,Condo,1.277127,103.8458115
2001,1184.0,2,3,369.93,HDB,1.392552,103.91256
2013,1205.0,2,3,381.74,HDB,1.432485,103.844367
1981,1291.0,2,3,360.19,HDB,1.34154,103.7374875
2001,969.0,2,3,381.84,HDB,1.32138,103.739778
2004,1012.0,2,2,1136.36,Condo,1.349127,103.7492055
1973,721.0,2,3,312.76,HDB,1.35784,103.8393
2013,883.0,2,2,1676.1,Condo,1.306656,103.88808449999999
2014,969.0,2,3,944.27,Condo,1.389348,103.770297
2008,883.0,2,2,2808.61,Condo,1.2780476685,103.8583888474
2011,1033.0,2,3,501.45,HDB,1.402038,103.903533
2013,1001.0,2,3,404.6,HDB,1.451547,103.827906
2012,2411.0,4,4,2447.12,Condo,1.3051599306000001,103.83946998440001
2002,968.0,2,3,723.14,HDB,1.312119,103.7666745
2003,1269.0,3,3,764.38,Condo,1.35693,103.7495385
2015,1389.0,2,3,2015.84,Condo,1.3,103.9
1995,1324.0,2,3,362.54,HDB,1.436472,103.7930715
1986,1560.0,3,4,551.28,HDB,1.373427,103.8918555
2006,1647.0,2,2,1748.63,Condo,1.3105799999999999,103.831884
2015,1345.0,3,4,1026.02,Condo,1.381284,103.902876
2018,474.0,1,1,1339.66,Condo,1.3748032243000001,103.9030419183
1984,1302.0,2,3,451.61,HDB,1.347345,103.937409
1986,904.0,2,3,525.44,HDB,1.346076,103.85169300000001
2000,1453.0,3,3,653.82,Condo,1.398087,103.7513115
2017,1216.0,2,2,2097.04,Condo,1.299627,103.898115
1986,1592.0,2,3,383.17,HDB,1.364814,103.8657555
2008,2153.0,3,4,2600.0,Condo,1.31667,103.81667
2016,560.0,2,2,2500.0,Condo,1.315701,103.84160849999999
2012,1249.0,2,3,1160.93,Condo,1.34261,103.92539000000001
2017,721.0,1,2,2600.0,Condo,1.299159,103.857858
1984,1066.0,2,3,326.45,HDB,1.430712,103.83579449999999
2019,1744.0,4,5,1300.46,Condo,1.3719963153,103.9448030088
2016,743.0,2,2,1158.66,Condo,1.369683,103.944501
2014,1001.0,2,3,549.45,HDB,1.35026,103.93597
1988,1571.0,3,4,375.56,HDB,1.38015,103.771125
2009,958.0,1,2,1764.09,Condo,1.30033,103.85701
1975,700.0,1,2,482.86,HDB,1.30374,103.7824425
2008,2766.0,5,4,2035.43,Condo,1.299951,103.83007049999999
1977,1647.0,3,5,1020.04,Condo,1.310715,103.933971
1978,1281.0,2,3,460.58,HDB,1.330299,103.93108649999999
2002,1076.0,3,2,1161.71,Condo,1.353681,103.76055
2016,1098.0,2,3,3891.62,Condo,1.277127,103.8458115
2014,1205.0,2,3,455.6,HDB,1.43451,103.8432915
1998,1152.0,2,3,1111.11,Condo,1.3344799999999999,103.85108000000001
2003,947.0,2,2,950.37,Condo,1.358784,103.963635
2016,549.0,1,1,1530.05,Condo,1.3624032130000001,103.7643717576
2005,1140.0,3,3,754.39,Condo,1.380582,103.93537950000001
2010,3476.0,4,4,1668.58,Condo,1.28626,103.84244
2023,951.0,2,3,1175.6,Condo,1.36819,103.92948
1984,1302.0,2,3,418.59,HDB,1.373688,103.89511800000001
1994,2067.0,4,5,362.84,HDB,1.440081,103.7910735
2016,570.0,1,1,1173.68,Condo,1.375983,103.75623449999999
2015,517.0,1,1,1874.06,Condo,1.317888,103.82621400000001
2013,1216.0,2,2,1717.11,Condo,1.268163,103.814379
2003,1066.0,2,3,938.09,Condo,1.31481,103.888044
2016,1496.0,3,3,1524.06,Condo,1.3278300694,103.8854499228
1987,1313.0,2,3,396.04,HDB,1.414269,103.8382605
1998,1237.0,2,4,332.26,HDB,1.4461469999999998,103.8156525
1997,1517.0,2,4,428.48,HDB,1.388871,103.90429350000001
1978,957.0,2,2,353.19,HDB,1.380132,103.8293685
2001,1184.0,2,3,350.51,HDB,1.345077,103.704399
2017,538.0,1,1,1466.54,Condo,1.357416,103.831362
1994,1539.0,3,3,1137.1,Condo,1.3499299999999999,103.87584
2013,1270.0,3,3,1968.5,Condo,1.268163,103.814379
2019,1195.0,2,2,1129.71,Condo,1.3719963153,103.9448030088
2017,1583.0,3,3,871.76,Condo,1.355859,103.966803
2017,1184.0,2,2,2025.34,Condo,1.299159,103.857858
2008,1969.0,3,3,1879.13,Condo,1.280772,103.8526605
1988,1314.0,2,4,479.45,HDB,1.346076,103.958433
1993,1582.0,2,4,353.98,HDB,1.3661459999999999,103.962051
2017,689.0,2,2,1973.88,Condo,1.307697712,103.7916296309
2000,1453.0,3,3,674.47,Condo,1.397745,103.7515815
1980,990.0,2,3,381.82,HDB,1.3736700000000002,103.85755
2011,1227.0,2,3,788.92,HDB,1.290132,103.828914
1981,883.0,2,2,351.08,HDB,1.353384,103.8862575
2014,1173.0,2,2,2131.29,Condo,1.274616,103.8443175
1998,861.0,2,2,1219.51,Condo,1.3344799999999999,103.85108000000001
1978,736.0,2,2,489.13,HDB,1.31247,103.850055
2007,700.0,1,1,1714.29,Condo,1.275165,103.844538
2015,890.0,2,2,1775.28,Condo,1.352538,103.8517155
2008,893.0,2,2,1287.79,Condo,1.311579,103.859946
1994,1388.0,2,3,353.03,HDB,1.440396,103.79502
1994,1302.0,2,3,352.53,HDB,1.428849,103.772367
1985,1109.0,2,3,378.72,HDB,1.345428,103.950648
2016,463.0,1,1,1509.72,Condo,1.31758,103.90581999999999
2015,1141.0,3,3,1007.89,Condo,1.3634594999999998,103.89495825
2013,1238.0,3,3,1147.01,Condo,1.342467,103.717692
2017,936.0,2,2,2550.0,Condo,1.299159,103.857858
2013,1744.0,2,2,1204.13,Condo,1.3275629999999998,103.864365
2014,1023.0,2,3,1270.77,Condo,1.343349,103.719303
2014,1001.0,2,3,519.48,HDB,1.398357,103.88907449999999
2011,1755.0,3,3,2706.55,Condo,1.301445,103.8307815
1987,1840.0,3,4,461.96,HDB,1.418661,103.83984
1977,1270.0,2,3,486.61,HDB,1.273851,103.811247
2010,570.0,1,2,1280.7,Condo,1.38797,103.86879
2016,517.0,1,1,1353.97,Condo,1.32084,103.8998
1937,980.0,1,3,877.55,Condo,1.284804,103.833477
2014,1055.0,2,3,1327.01,Condo,1.34261,103.92539000000001
1984,1001.0,2,3,357.64,HDB,1.3704479999999999,103.8985875
2008,1507.0,3,3,3025.88,Condo,1.31667,103.81667
2014,786.0,1,2,1870.23,Condo,1.316223,103.8043845
1997,1302.0,2,3,522.27,HDB,1.3344799999999999,103.85108000000001
2013,1001.0,2,3,449.55,HDB,1.389177,103.771107
2009,1303.0,3,3,1112.82,Condo,1.34124,103.70798
2012,926.0,2,2,1349.89,Condo,1.3284719999999999,103.8483585
2008,861.0,2,2,1939.61,Condo,1.280772,103.8526605
1990,1291.0,2,3,385.75,HDB,1.368468,103.9560075
2015,452.0,1,1,1438.05,Condo,1.31552,103.88311
1981,1270.0,2,3,510.24,HDB,1.32758,103.84504
2014,1173.0,2,3,724.64,HDB,1.375218,103.899996
2014,990.0,2,3,432.32,HDB,1.396557,103.89024
1984,1001.0,2,3,369.63,HDB,1.432377,103.8314115
2014,1076.0,2,2,1067.74,Condo,1.369845,103.776039
2011,1022.0,2,3,445.21,HDB,1.3905450000000001,103.87690649999999
2015,527.0,1,1,1324.48,Condo,1.34261,103.92539000000001
1998,1647.0,3,3,1329.02,Condo,1.2955139999999998,103.86689399999999
2015,441.0,1,1,1673.47,Condo,1.31152007,103.7596300039
1997,1518.0,2,4,352.8,HDB,1.3886370000000001,103.904622
2014,1001.0,2,3,594.41,HDB,1.35026,103.93597
2015,388.0,1,1,1443.3,Condo,1.3139459999999998,103.8790575
1992,1400.0,3,3,392.86,HDB,1.372689,103.9617765
2012,667.0,1,2,1274.36,Condo,1.326825,103.86223199999999
1989,1141.0,2,3,359.33,HDB,1.368774,103.9563
1975,1163.0,2,3,1315.56,Condo,1.3047030000000002,103.84100550000001
1995,1399.0,3,3,1286.63,Condo,1.346904,103.77105300000001
2010,742.0,2,2,442.05,HDB,1.39172,103.74311
1997,969.0,2,2,1238.39,Condo,1.306116,103.78334699999999
2011,1303.0,3,3,1135.84,Condo,1.34261,103.92539000000001
1997,1421.0,2,2,1970.44,Condo,1.3367099234,103.7798300294
2016,818.0,1,1,2078.24,Condo,1.298646,103.88488050000001
1984,904.0,2,3,440.27,HDB,1.328292,103.90420350000001
1998,958.0,2,2,1041.75,Condo,1.31724,103.76100000000001
1986,1313.0,2,3,403.66,HDB,1.353591,103.9353075
1977,1323.0,2,3,406.65,HDB,1.3304340000000001,103.937481
1996,1141.0,2,3,346.19,HDB,1.431819,103.7851605
1988,1109.0,2,3,610.46,HDB,1.347795,103.87602
2014,861.0,2,2,1042.97,Condo,1.437957,103.8309975
1998,1324.0,3,3,2114.8,Condo,1.29328,103.82615
1985,1321.0,2,3,492.05,HDB,1.357074,103.94491049999999
2014,990.0,2,3,494.95,HDB,1.3966290000000001,103.889862
2016,2551.0,3,4,725.21,Condo,1.3925803468,103.9129700573
2023,474.0,1,1,2769.62,Condo,1.3146443222,103.8015018607
2013,1808.0,2,3,1603.98,Condo,1.2684598543,103.8143725106
2016,570.0,1,1,1171.93,Condo,1.3764583828,103.7573924376
2018,872.0,2,2,1280.0,Condo,1.3934790000000001,103.8809925
1998,603.0,1,1,1741.29,Condo,1.318401,103.82594399999999
2013,1582.0,3,3,1169.41,Condo,1.29229,103.76819
1993,1947.0,2,3,868.0,Condo,1.3376421298999999,103.7371369195
2000,1184.0,2,2,1064.19,Condo,1.31598,103.8530565
2008,3391.0,5,4,2831.02,Condo,1.280772,103.8526605
2010,2335.0,5,3,2205.57,Condo,1.313667,103.826565
2012,861.0,2,2,1379.79,Condo,1.326276,103.852476
2017,1044.0,3,3,1157.94,Condo,1.382301,103.940505
2015,990.0,2,3,585.86,HDB,1.407753,103.90090500000001
2015,1001.0,2,3,519.48,HDB,1.40246,103.90686
2015,990.0,2,3,606.06,HDB,1.407753,103.90090500000001
1987,786.0,2,2,356.23,HDB,1.41737,103.83722
1989,1119.0,2,3,402.14,HDB,1.317474,103.87635300000001
2011,1001.0,2,3,472.53,HDB,1.402677,103.903299
2008,1550.0,3,3,1870.97,Condo,1.280772,103.8526605
2014,828.0,2,2,1038.65,Condo,1.4049,103.90272
2001,1173.0,2,3,392.16,HDB,1.4049,103.90272
2013,990.0,2,3,454.55,HDB,1.388682,103.771314
1981,1313.0,2,3,555.98,HDB,1.305027,103.8609225
2017,1163.0,2,3,2036.11,Condo,1.277226,103.8536955
2017,732.0,1,1,2169.4,Condo,1.276713,103.8533265
2016,700.0,2,2,1600.0,Condo,1.321209,103.8650355
2008,861.0,2,2,1974.45,Condo,1.280772,103.8526605
1979,721.0,2,2,395.28,HDB,1.304118,103.762206
1972,635.0,1,2,425.2,HDB,1.3344799999999999,103.85108000000001
2019,495.0,1,1,1616.16,Condo,1.32503,103.89049
2013,785.0,1,1,1003.82,Condo,1.3672799999999998,103.876497
1978,990.0,2,3,442.42,HDB,1.37046,103.85413
2014,807.0,2,2,1114.0,Condo,1.329021,103.914198
2001,1237.0,3,3,949.88,Condo,1.348263,103.9270635
2017,1044.0,2,3,1895.72,Condo,1.290527695,103.8165717508
2019,753.0,2,2,1181.94,Condo,1.3719963153,103.9448030088
2017,1593.0,3,4,2151.29,Condo,1.277226,103.8536955
2012,1206.0,2,3,480.93,HDB,1.400328,103.900734
1999,1249.0,2,3,760.61,Condo,1.341711,103.9580775
2017,1593.0,3,3,2134.34,Condo,1.277226,103.8536955
2010,4219.0,4,4,1040.53,Condo,1.32435,103.8484035
1986,1743.0,2,4,406.2,HDB,1.428516,103.77282149999999
2017,581.0,1,2,1402.75,Condo,1.322775,103.9449285
2015,829.0,2,2,2171.29,Condo,1.272465,103.80781800000001
1985,2281.0,3,3,1161.77,Condo,1.328076,103.8483405
1984,1140.0,2,3,631.58,HDB,1.307304,103.88938950000001
2016,958.0,2,3,991.65,Condo,1.376217,103.95952199999999
2001,1389.0,2,3,1137.51,Condo,1.372572,103.7652795
2014,1217.0,3,3,1273.62,Condo,1.343349,103.719303
1998,1066.0,2,3,469.04,HDB,1.380978,103.7625075
2006,1184.0,3,3,781.25,Condo,1.369692,103.95931949999999
2014,1023.0,2,3,840.66,Condo,1.4238540000000002,103.8480795
1998,1302.0,2,3,353.3,HDB,1.441359,103.804506
2016,560.0,2,2,2464.29,Condo,1.315701,103.84160849999999
1987,904.0,2,3,436.95,HDB,1.344582,103.951314
1969,710.0,2,3,338.03,HDB,1.3344799999999999,103.85108000000001
1982,1119.0,2,3,391.42,HDB,1.367505,103.8974175
2012,818.0,1,1,1735.94,Condo,1.3044200000000001,103.8617
2016,764.0,2,2,1086.39,Condo,1.378854,103.9432815
1992,1356.0,2,4,339.23,HDB,1.366011,103.9593015
2014,1205.0,2,3,464.73,HDB,1.389798,103.880646
2009,1367.0,2,2,1572.79,Condo,1.313496,103.7936745
1975,700.0,2,2,464.29,HDB,1.320624,103.934736
2017,1044.0,3,3,1234.57,Condo,1.395,103.881564
1993,1173.0,2,3,298.38,HDB,1.391634,103.746222
2010,883.0,2,2,1131.37,Condo,1.31295,103.91128
2007,570.0,1,1,1873.68,Condo,1.275165,103.844538
1978,732.0,2,2,475.41,HDB,1.3229799999999998,103.87001
2002,1206.0,2,3,383.08,HDB,1.40246,103.90686
1963,614.0,1,2,586.32,HDB,1.303713,103.8505365
1969,67.0,2,2,4179.1,HDB,1.3344799999999999,103.85108000000001
1999,1238.0,2,3,698.71,HDB,1.295685,103.8048615
2016,646.0,1,1,2554.18,Condo,1.309986,103.835493
2003,1001.0,2,2,927.07,Condo,1.37497,103.97395
2012,775.0,2,2,522.58,HDB,1.322856,103.739238
1997,1334.0,2,4,343.33,HDB,1.402101,103.747896
1978,990.0,2,3,494.95,HDB,1.322172,103.7649105
1987,1301.0,2,3,367.41,HDB,1.345221,103.95720899999999
1998,1291.0,2,4,348.57,HDB,1.4519170809,103.8199312525
2016,2874.0,2,3,2070.29,Condo,1.298322,103.8845025
1997,893.0,2,2,1735.72,Condo,1.294848,103.829625
2014,1432.0,2,2,900.84,Condo,1.3856760000000001,103.8697515
2015,646.0,2,2,882.35,HDB,1.320102,103.76557199999999
2012,1001.0,2,3,497.5,HDB,1.369197,103.9473
1979,1324.0,2,3,489.43,HDB,1.328229,103.93447049999999
1992,1582.0,2,4,335.02,HDB,1.373193,103.963383
2017,710.0,2,2,1760.56,Condo,1.318851,103.7620935
1995,1756.0,4,4,956.72,Condo,1.360161,103.965165
2015,1485.0,3,3,1346.8,Condo,1.32534,103.9297545
2000,1184.0,2,3,337.84,HDB,1.389114,103.88861999999999
2014,1097.0,2,3,957.16,Condo,1.4049,103.90272
2000,1238.0,2,3,668.82,Condo,1.44369,103.8054735
2018,753.0,2,2,1353.25,Condo,1.39149,103.85045550000001
1976,710.0,2,2,349.3,HDB,1.32147,103.90375
2017,1367.0,3,4,1741.04,Condo,1.41003,103.90594
2017,1593.0,3,3,2237.29,Condo,1.277226,103.8536955
2000,1580.0,3,4,810.13,Condo,1.3579649999999999,103.933044
2023,915.0,2,3,1221.86,Condo,1.344915,103.946733
2015,807.0,2,2,976.46,Condo,1.356417,103.963824
2016,1033.0,1,2,1452.08,Condo,1.330866,103.8694635
1984,1431.0,2,3,363.38,HDB,1.351386,103.9478985
1996,1518.0,2,4,382.08,HDB,1.34426,103.75811999999999
2003,915.0,2,3,655.74,HDB,1.326438,103.9418505
1980,1302.0,2,3,453.15,HDB,1.377936,103.84048349999999
2014,990.0,2,3,555.56,HDB,1.411353,103.9006125
1997,1701.0,3,3,1881.25,Condo,1.29328,103.82615
1999,926.0,2,2,993.52,Condo,1.312371,103.938732
1999,969.0,2,3,882.35,Condo,1.341711,103.9580775
2016,1313.0,3,3,3570.91,Condo,1.277127,103.8458115
2015,1184.0,2,3,1435.81,Condo,1.34261,103.92539000000001
1965,614.0,1,3,390.88,HDB,1.329642,103.887171
2012,2788.0,4,4,1861.55,Condo,1.3092899961,103.8020800084
2014,958.0,2,2,1148.23,Condo,1.312749,103.92365699999999
1994,1130.0,2,3,752.21,HDB,1.3344799999999999,103.85108000000001
2015,1141.0,2,3,1139.35,Condo,1.3833,103.748589
2006,947.0,2,2,937.7,Condo,1.356291,103.968063
1980,731.0,2,2,393.98,HDB,1.34261,103.92539000000001
2013,4704.0,5,4,1190.48,Condo,1.282203,103.8030255
2005,1227.0,3,3,839.45,Condo,1.3488930000000001,103.9613175
2005,1152.0,3,3,1111.11,Condo,1.297521,103.76479350000001
2016,840.0,2,3,1309.52,Condo,1.3910665803,103.89424520979999
1996,1097.0,2,3,526.89,HDB,1.355913,103.845159
2001,914.0,2,3,601.75,HDB,1.3718700000000001,103.85103149999999
2024,915.0,3,3,2150.01,Condo,1.3132526678,103.841790176
2005,1152.0,3,3,1119.79,Condo,1.297161,103.7649465
1980,1076.0,2,3,397.77,HDB,1.38356,103.84835
1994,1141.0,2,3,683.61,Condo,1.412784,103.836726
2014,721.0,2,2,457.7,HDB,1.389042,103.768353
2004,2583.0,3,4,1200.15,Condo,1.267344,103.815675
2000,980.0,2,3,897.96,HDB,1.2803129999999998,103.828824
1986,1550.0,2,4,514.84,HDB,1.34541,103.85208
1980,732.0,2,2,338.8,HDB,1.38356,103.84835
2009,1259.0,2,3,1175.54,Condo,1.329741,103.94567099999999
2014,538.0,1,2,1356.88,Condo,1.313721,103.88875949999999
1986,1539.0,3,3,428.85,HDB,1.34261,103.92539000000001
2011,1044.0,2,2,2212.64,Condo,1.294164,103.838427
2015,656.0,1,1,1250.0,Condo,1.368441,103.877847
2019,732.0,2,2,1584.7,Condo,1.32503,103.89049
2014,1098.0,2,3,1001.82,Condo,1.4049,103.90272
1980,710.0,1,3,377.46,HDB,1.32328552,103.8562674333
2012,1259.0,3,4,1254.96,Condo,1.328049,103.9468995
2003,1238.0,3,3,676.9,Condo,1.39176,103.904262
1986,1109.0,2,3,342.65,HDB,1.3772069999999998,103.77050849999999
2010,745.0,2,2,1624.16,Condo,1.298907,103.884264
2016,990.0,3,3,1312.12,Condo,1.389375,103.895055
2015,538.0,1,2,1988.85,Condo,1.29328,103.82615
1987,2050.0,3,3,2048.29,Condo,1.314081,103.805181
2018,624.0,1,2,1250.0,Condo,1.373427,103.902309
2010,1227.0,3,3,1426.24,Condo,1.3085639999999998,103.913271
2014,1206.0,2,4,628.52,HDB,1.375182,103.9004055
2016,1496.0,4,4,1604.28,Condo,1.3278300694,103.8854499228
2015,538.0,1,2,1858.74,Condo,1.29328,103.82615
2011,2110.0,4,4,1891.0,Condo,1.3019999999999998,103.85359
2013,872.0,2,2,894.5,Condo,1.371861,103.9438485
1994,1141.0,3,3,736.2,Condo,1.413414,103.835268
2009,958.0,2,2,1730.69,Condo,1.30033,103.85701
2011,1023.0,2,3,899.32,HDB,1.3563180000000001,103.8439215
2013,4253.0,3,4,888.26,Condo,1.282203,103.8030255
2010,4430.0,5,4,3135.19,Condo,1.279647,103.8549735
1985,645.0,2,2,403.1,HDB,1.355913,103.75060500000001
1984,1130.0,2,3,424.78,HDB,1.347813,103.95040949999999
2017,1582.0,3,4,2170.54,Condo,1.277226,103.8536955
2017,1130.0,3,3,1371.68,Condo,1.3798882624000002,103.89315524770001
1998,1302.0,3,3,1075.27,Condo,1.357272,103.7644425
1999,1270.0,2,3,496.06,HDB,1.34261,103.92539000000001
1984,1615.0,2,4,331.27,HDB,1.354194,103.7173455
2011,517.0,1,1,1353.97,Condo,1.310706,103.893273
2003,1195.0,2,3,400.0,HDB,1.40246,103.90686
2014,484.0,1,1,1320.02,Condo,1.32912,103.914846
1992,1593.0,2,4,451.98,HDB,1.3533030000000001,103.95743399999999
2002,1464.0,3,4,676.23,Condo,1.42569,103.824495
1980,1270.0,2,3,500.0,HDB,1.303236,103.7624625
2003,1098.0,2,3,755.92,HDB,1.286532,103.8301245
2000,1151.0,3,3,1198.96,Condo,1.347669,103.7718
2017,700.0,2,2,2140.0,Condo,1.30083,103.8475
1986,828.0,1,2,1207.73,Condo,1.31059,103.9254
1995,1388.0,3,3,1167.15,Condo,1.277352,103.793058
2013,1421.0,3,3,1372.27,Condo,1.3275629999999998,103.864365
2014,990.0,2,3,500.0,HDB,1.387629,103.7583315
2023,1292.0,3,4,1400.0,Condo,1.3189717685,103.7602905106
2011,1087.0,2,2,1462.74,Condo,1.318131,103.8463245
2012,818.0,1,1,2064.66,Condo,1.3044200000000001,103.8617
2016,1765.0,4,4,3541.08,Condo,1.277127,103.8458115
2011,1001.0,2,3,849.15,HDB,1.281123,103.8299445
2016,775.0,2,2,2388.0,Condo,1.315701,103.84160849999999
2015,452.0,1,1,1280.73,Condo,1.312209,103.88651850000001
2012,1400.0,3,3,1285.71,Condo,1.32503,103.89049
2018,549.0,1,2,1657.56,Condo,1.362285,103.8913245
2014,1249.0,3,4,960.77,Condo,1.3896,103.7694465
2017,775.0,1,1,2184.39,Condo,1.27791,103.8528495
2014,1367.0,2,3,1645.94,Condo,1.314441,103.8038085
1994,1119.0,2,3,365.5,HDB,1.375668,103.9339305
1989,1108.0,2,3,460.29,HDB,1.35026,103.93597
2013,366.0,1,1,1639.34,Condo,1.30635,103.8988665
2017,753.0,2,2,1112.88,Condo,1.3719963153,103.9448030088
2012,1076.0,3,3,1486.99,Condo,1.335906,103.8692745
2014,431.0,1,1,1624.13,Condo,1.310076,103.8965985
2017,936.0,2,3,1207.26,Condo,1.369098,103.9462785
2015,732.0,2,2,1250.0,Condo,1.389717,103.89652650000001
2017,1130.0,3,3,1194.69,Condo,1.3719963153,103.9448030088
2017,581.0,1,1,1376.94,Condo,1.309977,103.852953
2016,2270.0,3,4,787.67,Condo,1.391832,103.913046
2015,1001.0,3,3,1278.72,Condo,1.35026,103.93597
1979,732.0,2,2,379.78,HDB,1.334907,103.9278375
1971,731.0,1,2,478.8,HDB,1.32047,103.86231
2022,667.0,2,2,2248.88,Condo,1.29329,103.77292
2011,2809.0,4,4,2271.27,Condo,1.309248,103.83774749999999
1985,904.0,2,3,433.63,HDB,1.320885,103.945428
2014,872.0,2,2,1330.28,Condo,1.34261,103.92539000000001
1996,958.0,2,2,782.88,Condo,1.347399,103.95841949999999
1973,721.0,1,2,513.18,HDB,1.281798,103.84290899999999
2012,5801.0,4,4,2413.38,Condo,1.3145040000000001,103.839876
2006,1668.0,2,3,1426.86,Condo,1.28626,103.84244
1994,1334.0,2,3,378.56,HDB,1.355517,103.9608585
2012,463.0,1,2,1703.86,Condo,1.31276,103.90116
2012,976.0,2,3,818.53,HDB,1.3367069999999999,103.8455955
2016,1336.0,2,3,1032.93,Condo,1.3891898437,103.87221032149999
1981,1292.0,2,3,463.62,HDB,1.339704,103.7346975
2007,968.0,2,3,480.37,HDB,1.39344,103.91566
1977,904.0,2,3,375.0,HDB,1.3210469999999999,103.940802
2014,1475.0,3,3,1749.15,Condo,1.290527695,103.8165717508
1986,786.0,2,2,356.23,HDB,1.375992,103.769766
1977,830.0,1,2,554.22,HDB,1.30572,103.857111
1984,893.0,2,3,475.92,HDB,1.320309,103.9460895
1998,1011.0,2,3,415.43,HDB,1.342917,103.70416949999999
1998,1528.0,2,4,317.41,HDB,1.380321,103.7353275
1983,1421.0,2,3,397.61,HDB,1.336473,103.88034449999999
1984,1571.0,3,3,571.61,HDB,1.3323690000000001,103.86616500000001
2017,764.0,1,2,1138.74,Condo,1.329831,103.90815
2014,1184.0,2,3,581.08,HDB,1.376298,103.900221
2017,549.0,1,1,1357.01,Condo,1.322775,103.9449285
2012,4715.0,6,5,1798.52,Condo,1.3204745314,103.84474006110001
2017,1044.0,2,3,3064.07,Condo,1.303713,103.837131
2014,571.0,1,1,2942.21,Condo,1.2993569999999999,103.833252
2011,1055.0,2,3,521.33,HDB,1.402677,103.903299
2006,1314.0,3,3,1057.84,Condo,1.34041,103.77221
1980,979.0,2,3,447.4,HDB,1.30572,103.76216099999999
2005,904.0,2,2,884.96,Condo,1.3519709999999998,103.757814
1984,722.0,1,2,463.99,HDB,1.3360049999999999,103.86289350000001
1998,1305.0,2,2,711.11,Condo,1.338975,103.951512
2010,1808.0,3,3,3871.68,Condo,1.303839,103.83170849999999
2014,1205.0,2,3,912.86,Condo,1.4238540000000002,103.8480795
2017,894.0,2,3,1655.48,Condo,1.3353030000000001,103.74241500000001
1999,1399.0,2,4,348.82,HDB,1.453635,103.81823100000001
