Built,area,bathroom,bedroom,price_sqft,Type,latitude,longitude
2011,1238.0,2,3,516.96,HDB,1.4049,103.90272
1999,1399.0,2,3,425.3,HDB,1.341972,103.698891
1997,1291.0,2,3,580.95,HDB,1.381293,103.7615715
2017,635.0,1,1,2047.24,Condo,1.292823,103.819293
2015,463.0,1,1,1555.08,Condo,1.342476,103.881528
2016,2690.0,5,4,2044.61,Condo,1.313496,103.8299085
2006,1658.0,3,3,1507.24,Condo,1.28626,103.84244
1983,3810.0,4,4,1020.71,Condo,1.333377,103.811274
2013,1194.0,2,3,544.39,HDB,1.404828,103.8982995
2008,893.0,2,2,1870.1,Condo,1.280772,103.8526605
2008,614.0,1,1,2247.56,Condo,1.280772,103.8526605
2014,1659.0,4,4,1115.13,Condo,1.352187,103.8819645
1979,5315.0,5,5,1166.51,Condo,1.31833,103.77583
2011,979.0,1,1,1225.74,Condo,1.3060227898999999,103.78865738110001
2010,1389.0,3,4,1814.25,Condo,1.301373,103.898169
2009,1420.0,3,4,1549.3,Condo,1.30318102,103.78975991450001
2010,1216.0,2,2,2952.3,Condo,1.279647,103.8549735
2011,1023.0,2,3,871.95,HDB,1.316052,103.86121949999999
2015,2357.0,2,3,1137.04,Condo,1.3632030000000002,103.8833415
2023,1259.0,3,4,1628.2,Condo,1.35186,103.83756
2016,1012.0,3,3,909.09,Condo,1.392174,103.913892
1996,1012.0,2,2,1620.55,Condo,1.30066,103.83736999999999
1973,700.0,1,3,391.43,HDB,1.354356,103.8358215
2010,1001.0,2,3,699.3,HDB,1.31255,103.89683000000001
2016,3509.0,5,4,5302.02,Condo,1.277127,103.8458115
2013,4000.0,3,4,1100.0,Condo,1.282203,103.8030255
2016,571.0,1,1,1472.85,Condo,1.405035,103.8195945
1998,1087.0,2,3,896.96,Condo,1.341081,103.760406
1996,1302.0,2,4,421.66,HDB,1.343124,103.755276
2017,527.0,1,1,1760.91,Condo,1.336284,103.74174000000001
2014,4811.0,6,4,2286.43,Condo,1.295316,103.827096
1999,1248.0,3,3,953.53,Condo,1.312992,103.9399155
2014,1270.0,2,3,864.57,Condo,1.40246,103.90686
1988,1561.0,3,4,320.31,HDB,1.34145,103.6867
1993,1442.0,2,3,1040.22,Condo,1.31295,103.91128
2015,872.0,2,3,894.5,HDB,1.319121,103.765491
1986,904.0,2,3,351.77,HDB,1.42308,103.839669
2003,1001.0,2,3,648.24,HDB,1.326438,103.9418505
2011,1033.0,2,2,1452.08,Condo,1.3155299999999999,103.85233649999999
2017,947.0,2,2,1504.75,Condo,1.355022,103.87625849999999
2016,1259.0,2,3,2348.69,Condo,1.3187879999999998,103.82820749999999
2010,990.0,2,3,452.53,HDB,1.403145,103.9083165
2017,1163.0,2,2,2279.78,Condo,1.277226,103.8536955
2011,5123.0,4,4,1382.0,Condo,1.3060227898999999,103.78865738110001
2017,1173.0,3,3,1432.23,Condo,1.41003,103.90594
2016,1206.0,2,3,704.81,Condo,1.376703,103.959783
2007,1216.0,3,3,1504.93,Condo,1.315701,103.9426965
2017,1109.0,2,2,1442.74,Condo,1.3182120000000002,103.7619045
2017,1044.0,2,3,2586.21,Condo,1.27494,103.84218
1999,1012.0,2,2,1116.6,Condo,1.312371,103.938732
2000,1453.0,3,3,633.17,Condo,1.398015,103.75065
2002,1001.0,3,2,779.22,Condo,1.439082,103.830345
1979,1001.0,2,3,399.6,HDB,1.3327799999999999,103.93165
1995,1301.0,3,3,934.66,Condo,1.360125,103.96565550000001
2018,678.0,2,2,1356.93,Condo,1.3748032243000001,103.9030419183
2017,517.0,1,2,2127.66,Condo,1.306611,103.8465945
2017,1043.0,3,3,1898.37,Condo,1.290527695,103.8165717508
1973,699.0,2,2,565.09,HDB,1.307556,103.794444
1996,1291.0,2,3,712.63,HDB,1.3102200000000002,103.8832335
1968,613.0,1,2,367.05,HDB,1.333728,103.879899
2013,1539.0,3,3,1728.4,Condo,1.266525,103.809834
2019,753.0,2,2,1232.4,Condo,1.3719963153,103.9448030088
1998,1119.0,2,3,759.61,Condo,1.341081,103.760406
2017,527.0,1,1,1555.98,Condo,1.41003,103.90594
2009,1077.0,1,1,1420.61,Condo,1.301706,103.7899665
2017,614.0,2,2,1529.13,Condo,1.310949,103.88272049999999
2014,1216.0,2,2,534.54,HDB,1.4049,103.90272
2014,1023.0,2,2,2424.24,Condo,1.317249,103.8299715
2015,893.0,2,3,994.4,HDB,1.2950549999999998,103.8115485
1995,1291.0,2,3,383.42,HDB,1.356939,103.959873
2014,990.0,2,3,429.29,HDB,1.38942,103.7685735
1999,1195.0,2,3,920.5,Condo,1.340766,103.95763199999999
2001,1184.0,2,3,367.4,HDB,1.380465,103.8792285
2014,646.0,2,2,1377.71,Condo,1.328094,103.8627765
1996,1381.0,4,3,2172.34,Condo,1.3150620000000002,103.8292785
2000,1195.0,3,3,1238.49,Condo,1.3044149999999999,103.7842785
1998,1452.0,2,4,433.88,HDB,1.390068,103.9057245
1997,1000.0,2,3,520.0,HDB,1.377684,103.76510400000001
1992,1539.0,2,3,487.33,HDB,1.3366799999999999,103.9487
2011,1022.0,2,3,917.81,HDB,1.31679,103.86178199999999
2014,990.0,2,3,484.85,HDB,1.378143,103.90176899999999
2004,1227.0,3,3,1507.74,Condo,1.266525,103.81656600000001
2005,3111.0,4,3,1125.04,Condo,1.270989,103.824081
2016,516.0,1,1,1527.13,Condo,1.363932,103.76458199999999
2012,1205.0,2,3,452.28,HDB,1.4049,103.90272
1995,1119.0,2,3,339.59,HDB,1.378494,103.88900699999999
1982,1109.0,2,3,550.05,HDB,1.27728,103.831092
2014,592.0,1,1,1773.65,Condo,1.316034,103.802265
2015,700.0,2,2,671.43,HDB,1.3716899999999999,103.9495005
2016,2239.0,3,4,2635.1,Condo,1.29498,103.85658000000001
1975,700.0,2,2,500.0,HDB,1.303101,103.78290600000001
2000,1173.0,2,2,937.77,Condo,1.31598,103.8530565
2013,1141.0,2,3,1665.21,Condo,1.306827,103.88896650000001
1990,1572.0,3,4,333.97,HDB,1.3785209999999999,103.741686
2015,990.0,2,3,484.85,HDB,1.394415,103.745142
2019,1744.0,4,5,1311.81,Condo,1.371501,103.9453245
2014,1350.0,3,3,1222.22,Condo,1.38797,103.86879
2006,1248.0,3,3,1378.21,Condo,1.29329,103.77292
2018,850.0,2,3,1470.59,Condo,1.37313,103.90243050000001
2014,1206.0,2,3,538.97,HDB,1.40598,103.897989
2014,1561.0,3,4,992.95,Condo,1.40246,103.90686
2006,1280.0,4,3,1289.06,Condo,1.31328,103.858047
2004,1281.0,3,3,935.99,Condo,1.38356,103.84835
1975,1636.0,2,3,1088.02,Condo,1.3058370000000001,103.92151949999999
1984,1571.0,2,4,439.21,HDB,1.34995,103.75199
1967,646.0,1,2,430.34,HDB,1.286748,103.810113
2014,1184.0,2,3,684.12,HDB,1.375776,103.8999645
1983,3779.0,4,4,2328.66,Condo,1.30066,103.83736999999999
1974,699.0,2,2,550.79,HDB,1.304226,103.911165
2005,1141.0,3,3,744.96,Condo,1.36283,103.96139000000001
2014,990.0,2,3,686.87,HDB,1.376298,103.900221
2014,1001.0,2,3,524.48,HDB,1.371276,103.947714
1974,818.0,2,2,556.23,HDB,1.303182,103.91180849999999
2016,775.0,2,2,1548.39,Condo,1.364787,103.76476650000001
2017,721.0,1,1,2191.4,Condo,1.277226,103.8536955
1984,2120.0,3,3,981.13,Condo,1.33236,103.94614
1983,1141.0,2,3,411.92,HDB,1.336158,103.881375
2015,990.0,2,3,564.53,HDB,1.409319,103.9008015
2007,764.0,2,2,1204.19,Condo,1.311579,103.9055535
2003,1593.0,4,3,1255.49,Condo,1.295955,103.8716775
1987,1571.0,3,4,375.56,HDB,1.379799,103.7706615
1973,699.0,1,3,386.27,HDB,1.32228,103.854798
1984,807.0,2,2,439.9,HDB,1.349811,103.949577
2006,990.0,2,3,492.93,HDB,1.382139,103.89574350000001
2011,646.0,1,2,1993.81,Condo,1.318131,103.8463245
1993,1603.0,2,3,411.73,HDB,1.364517,103.95751949999999
2016,474.0,1,1,1308.02,Condo,1.41003,103.90594
2014,1109.0,4,3,955.82,Condo,1.389348,103.770297
2009,1239.0,3,3,1251.01,Condo,1.329651,103.945194
2000,2120.0,3,4,886.79,Condo,1.314693,103.9339755
2009,1076.0,1,1,1375.46,Condo,1.30318102,103.78975991450001
1998,2033.0,3,4,762.42,Condo,1.3892500500999998,103.8572699622
1974,882.0,1,3,442.18,HDB,1.275408,103.820661
1975,700.0,1,2,600.0,HDB,1.3164120000000001,103.8053745
2017,1593.0,3,3,2222.22,Condo,1.277226,103.8536955
1974,635.0,1,2,535.43,HDB,1.3041,103.917276
2007,947.0,2,2,2196.41,Condo,1.297738296,103.84273749290001
1975,882.0,1,3,368.48,HDB,1.362654,103.89192299999999
2003,947.0,2,2,1319.96,Condo,1.3586850000000001,103.765725
1976,904.0,2,3,392.7,HDB,1.3239,103.942512
1981,721.0,2,2,492.37,HDB,1.2828,103.81786
2011,2217.0,4,4,1803.79,Condo,1.301256,103.900914
1994,1571.0,2,4,362.83,HDB,1.38616,103.74618000000001
2005,1701.0,3,3,1763.67,Condo,1.321218,103.821651
2019,570.0,1,2,2157.89,Condo,1.3044200000000001,103.8617
2016,624.0,1,1,1378.21,Condo,1.363932,103.76458199999999
2014,1206.0,2,4,686.57,HDB,1.375182,103.9004055
1997,807.0,2,2,1115.24,Condo,1.31013,103.8770775
2007,883.0,1,1,1359.0,Condo,1.275165,103.844538
1996,1168.0,3,3,1695.21,Condo,1.3150620000000002,103.8292785
1979,1012.0,2,3,361.66,HDB,1.380132,103.8293685
2016,894.0,2,2,950.78,Condo,1.378872,103.943574
2018,474.0,1,1,1318.57,Condo,1.374372,103.9034835
2017,1593.0,2,3,2237.29,Condo,1.277226,103.8536955
2016,861.0,2,3,1961.54,Condo,1.290591,103.8177315
1978,721.0,2,2,552.01,HDB,1.31247,103.850055
2017,721.0,1,1,2635.23,Condo,1.2771,103.849191
2017,1044.0,2,2,2301.41,Condo,1.277226,103.8536955
2014,1001.0,2,3,1128.87,Condo,1.39735,103.89688000000001
1998,1291.0,2,3,712.63,HDB,1.3344799999999999,103.85108000000001
2005,1356.0,3,3,848.08,Condo,1.380303,103.90041
2014,988.0,2,3,455.47,HDB,1.393533,103.87503000000001
2001,1184.0,2,3,363.18,HDB,1.4049,103.90272
1984,980.0,2,3,357.14,HDB,1.347201,103.7245005
1984,1152.0,2,3,329.86,HDB,1.351638,103.7175255
2017,1044.0,3,3,1226.05,Condo,1.394595,103.8811185
1999,1432.0,3,3,1662.01,Condo,1.29329,103.77292
2015,1141.0,2,3,1139.35,Condo,1.3841370000000002,103.7493675
1979,980.0,2,3,357.14,HDB,1.306296,103.762404
1980,725.0,2,2,524.14,HDB,1.323189,103.8596985
2003,1249.0,3,3,800.64,Condo,1.355076,103.960404
1998,130.0,2,4,4069.23,HDB,1.34289,103.70313449999999
1988,1517.0,2,4,316.41,HDB,1.34145,103.6867
1994,2067.0,3,5,435.41,HDB,1.442277,103.7869155
2000,969.0,2,2,1330.12,Condo,1.3044149999999999,103.783464
1967,732.0,2,3,366.12,HDB,1.3375299999999999,103.85083
2006,948.0,2,2,785.86,Condo,1.430532,103.785534
1967,732.0,1,2,368.85,HDB,1.3375299999999999,103.85083
1996,1313.0,3,3,758.57,Condo,1.348074,103.958784
2006,1280.0,3,3,921.88,Condo,1.357101,103.9671495
1994,893.0,3,2,732.36,Condo,1.413414,103.835268
1963,571.0,1,2,437.83,HDB,1.28808,103.80926
2015,861.0,2,3,882.69,HDB,1.320102,103.76557199999999
2023,474.0,1,1,1750.21,Condo,1.31712,103.91027
2013,1830.0,4,3,1792.35,Condo,1.266822,103.813299
1995,1313.0,2,3,1051.03,Condo,1.31913,103.91174000000001
2011,1679.0,3,3,1310.3,Condo,1.3060227898999999,103.78865738110001
2000,1399.0,2,4,448.89,HDB,1.395099,103.89546899999999
2008,947.0,2,3,1771.91,Condo,1.3043900000000002,103.80169000000001
2019,710.0,2,2,2253.52,Condo,1.3044200000000001,103.8617
2011,1269.0,2,3,542.16,HDB,1.40246,103.90686
1990,1300.0,2,4,311.54,HDB,1.344465,103.6981665
2014,1001.0,2,3,454.55,HDB,1.3869719999999999,103.77127800000001
1987,1281.0,2,3,507.42,HDB,1.3460940000000001,103.85507700000001
2014,1130.0,2,3,752.21,HDB,1.336158,103.9214925
2014,872.0,2,2,894.5,Condo,1.4238540000000002,103.8480795
1995,850.0,2,2,1175.29,Condo,1.31913,103.91174000000001
2000,1163.0,2,3,1375.75,Condo,1.303713,103.78386
2015,765.0,2,2,1045.75,Condo,1.355157,103.9678425
2016,797.0,2,3,1405.27,Condo,1.31122,103.85280999999999
1999,1023.0,3,2,809.38,Condo,1.352403,103.7559825
1984,882.0,2,2,326.53,HDB,1.428921,103.8312405
2007,786.0,1,1,1628.5,Condo,1.275165,103.844538
2014,883.0,2,2,994.34,Condo,1.376082,103.9610385
2018,581.0,1,2,1271.94,Condo,1.393848,103.8805155
2015,1001.0,2,3,559.44,HDB,1.40246,103.90686
1986,2475.0,3,3,1692.12,Condo,1.29375,103.82418
2017,1141.0,3,3,1847.5,Condo,1.3523129999999999,103.850721
1986,1302.0,2,3,506.91,HDB,1.344276,103.855554
2000,1130.0,2,3,778.76,Condo,1.38616,103.74618000000001
2006,2863.0,3,4,2043.31,Condo,1.3105799999999999,103.831884
1993,1388.0,2,3,414.27,HDB,1.3746779999999998,103.9438485
2016,1539.0,2,2,2248.21,Condo,1.315701,103.84160849999999
2014,710.0,1,1,1102.82,Condo,1.352862,103.881483
2017,474.0,1,1,1835.44,Condo,1.307697712,103.7916296309
2014,506.0,1,1,2332.02,Condo,1.2966030000000002,103.838841
2014,1001.0,2,3,474.53,HDB,1.404882,103.896351
2014,786.0,2,2,954.2,Condo,1.3809690000000001,103.90083299999999
2011,527.0,1,1,2371.92,Condo,1.279395,103.8473325
2010,1077.0,3,3,1084.49,Condo,1.39735,103.89688000000001
1994,1119.0,2,3,310.99,HDB,1.43621,103.83582
2015,948.0,2,3,949.37,Condo,1.3833,103.748589
1994,1507.0,3,3,1227.6,Condo,1.31283,103.92608
2001,1216.0,2,3,1110.2,Condo,1.344492,103.9642605
2013,2497.0,6,6,836.56,Condo,1.370916,103.943898
1982,721.0,2,2,450.76,HDB,1.338669,103.740291
2013,904.0,2,3,1050.88,Condo,1.371861,103.9438485
2012,4715.0,6,5,1845.17,Condo,1.319436,103.8450555
2012,797.0,1,1,1819.32,Condo,1.3044200000000001,103.8617
2019,431.0,1,1,2900.23,Condo,1.3044200000000001,103.8617
2017,700.0,1,1,2335.71,Condo,1.277226,103.8536955
2017,1023.0,3,3,1857.28,Condo,1.290527695,103.8165717508
2006,1270.0,3,3,1181.1,Condo,1.313109,103.85766
1978,1291.0,2,3,418.28,HDB,1.3366799999999999,103.9487
1996,1538.0,2,3,390.12,HDB,1.443249,103.80176999999999
1997,1076.0,2,3,342.01,HDB,1.376028,103.8814965
2014,1572.0,3,3,2290.08,Condo,1.280349,103.852143
2013,1527.0,3,3,1833.66,Condo,1.268163,103.814379
2003,1238.0,2,3,333.6,HDB,1.388295,103.873545
2014,990.0,2,3,434.34,HDB,1.38942,103.7685735
2017,980.0,2,2,2321.43,Condo,1.277226,103.8536955
2004,2174.0,3,3,1370.75,Condo,1.266525,103.81656600000001
2000,1205.0,3,3,738.59,Condo,1.37853,103.7474325
2003,1292.0,3,3,1741.49,Condo,1.351485,103.840857
2016,850.0,2,2,3117.65,Condo,1.309986,103.835493
2014,1335.0,2,2,3071.16,Condo,1.310841,103.8283245
2015,1001.0,2,3,1178.82,Condo,1.35026,103.93597
2016,980.0,3,2,1071.43,Condo,1.37497,103.97395
2011,1130.0,2,3,1592.92,Condo,1.292598,103.830264
2013,430.0,1,1,1453.49,Condo,1.3612229999999998,103.87855350000001
2010,721.0,1,2,1733.7,Condo,1.322442,103.848174
2015,1227.0,2,2,1589.24,Condo,1.294569,103.8272715
1993,1528.0,2,3,678.6,HDB,1.2948030000000001,103.8046095
1982,7760.0,1,2,36.08,HDB,1.33758,103.85179000000001
1976,979.0,2,3,403.47,HDB,1.3366799999999999,103.9487
2001,1184.0,2,3,384.29,HDB,1.39545,103.90626
2013,883.0,2,2,3227.63,Condo,1.304766,103.837905
2016,624.0,8,2,1394.23,Condo,1.363041,103.8857535
1994,1111.0,2,3,351.04,HDB,1.400895,103.74489
1995,1227.0,3,3,935.62,Condo,1.343682,103.7328435
2015,4198.0,5,4,3620.77,Condo,1.3061900522,103.8226900628
2011,915.0,2,2,934.43,Condo,1.372797,103.9443075
2007,2228.0,5,4,1570.92,Condo,1.309662,103.838445
2000,1184.0,2,3,354.73,HDB,1.342791,103.698396
2005,1151.0,2,3,728.06,Condo,1.36283,103.96139000000001
1977,1647.0,3,3,1020.04,Condo,1.310715,103.933971
2008,5834.0,5,4,2571.13,Condo,1.280772,103.8526605
2008,667.0,1,1,1874.06,Condo,1.280772,103.8526605
2017,7257.0,6,5,2755.96,Condo,1.277694,103.849551
1967,796.0,2,3,501.26,HDB,1.289367,103.8215385
2013,1001.0,2,2,1418.58,Condo,1.28112,103.81474
2016,1582.0,3,3,1232.62,Condo,1.329948,103.8691755
2011,1399.0,2,2,2716.23,Condo,1.296594,103.842396
1994,1582.0,2,4,391.91,HDB,1.3824809999999998,103.937823
2005,1668.0,2,3,1750.0,Condo,1.321218,103.821651
2003,1238.0,3,3,1042.0,Condo,1.37497,103.97395
2014,1066.0,2,3,2054.41,Condo,1.316034,103.802265
2023,463.0,1,1,1393.09,Condo,1.36819,103.92948
2013,2271.0,3,4,1193.31,Condo,1.312767,103.903326
2023,581.0,1,2,1333.91,Condo,1.36819,103.92948
2014,1130.0,2,3,601.77,HDB,1.328058,103.7244645
2014,1130.0,2,3,874.34,HDB,1.336419,103.92099300000001
1988,1560.0,3,4,364.1,HDB,1.43621,103.83582
2004,1313.0,2,3,1378.52,Condo,1.311678,103.9389975
2018,3197.0,4,5,1071.94,Condo,1.378431,103.7634255
1992,1538.0,2,4,346.55,HDB,1.370601,103.9630185
2018,1065.0,2,3,1408.45,Condo,1.318725,103.758984
2009,1399.0,3,3,1072.19,Condo,1.328958,103.946283
2014,1345.0,3,4,973.98,Condo,1.40246,103.90686
2008,1335.0,3,3,1415.73,Condo,1.3008870000000001,103.8820905
2009,1560.0,3,4,1891.03,Condo,1.291905,103.838913
2016,1905.0,4,4,2099.74,Condo,1.293516,103.822236
2000,1163.0,3,3,918.31,Condo,1.345626,103.7331225
2016,603.0,1,1,3267.0,Condo,1.2972059999999999,103.838976
2016,1066.0,3,3,1124.77,Condo,1.379232,103.902381
2004,1238.0,3,3,1252.02,Condo,1.311687,103.9395735
2005,1130.0,2,3,1353.98,Condo,1.324026,103.85059050000001
2016,1033.0,2,3,1045.5,Condo,1.379232,103.902381
2013,1109.0,2,2,1171.96,Condo,1.3871879999999999,103.8693375
1986,1313.0,2,3,364.73,HDB,1.354464,103.7525895
1980,1270.0,2,3,283.46,HDB,1.447128,103.7721735
2005,2594.0,3,4,1426.37,Condo,1.315485,103.7845215
2014,473.0,1,1,517.97,HDB,1.39545,103.90626
1989,1206.0,2,3,302.65,HDB,1.327077,103.72070699999999
1984,1023.0,2,3,464.32,HDB,1.353807,103.8652155
2014,1324.0,2,2,2181.94,Condo,1.314882,103.8329865
2003,1302.0,3,3,867.9,Condo,1.358784,103.963635
2016,850.0,2,2,1482.35,Condo,1.3624032130000001,103.7643717576
2017,1109.0,2,2,2524.8,Condo,1.299159,103.857858
2016,1281.0,2,3,952.38,Condo,1.443231,103.8247875
2014,1033.0,2,3,1248.79,Condo,1.32912,103.914846
2014,1216.0,2,3,534.54,HDB,1.404882,103.896351
2014,1206.0,2,3,485.07,HDB,1.3959540000000001,103.8904695
2013,1302.0,3,3,1129.03,Condo,1.3428,103.718601
1990,1119.0,2,3,339.59,HDB,1.380087,103.7434635
1984,1614.0,3,3,476.46,HDB,1.321497,103.7622375
2023,764.0,2,2,1634.82,Condo,1.35186,103.83756
1977,721.0,2,2,381.41,HDB,1.365138,103.865418
2007,1003.0,2,3,797.61,HDB,1.300518,103.7989755
1985,1517.0,2,4,553.72,HDB,1.351206,103.8677715
2007,969.0,2,3,784.31,HDB,1.300518,103.7989755
1998,1184.0,2,3,295.61,HDB,1.401426,103.745313
2017,1399.0,3,3,1036.45,Condo,1.3617700000000001,103.88696
2015,646.0,2,2,879.26,HDB,1.320102,103.76557199999999
2016,506.0,1,1,1482.21,Condo,1.370844,103.7757195
2014,861.0,2,2,1393.73,Condo,1.3529600222,103.8837799745
1998,1033.0,2,2,822.85,Condo,1.3892500500999998,103.8572699622
2001,765.0,1,2,1281.05,Condo,1.305801,103.899888
2014,1163.0,2,3,687.88,HDB,1.328418,103.72430250000001
2017,1163.0,2,3,2178.85,Condo,1.277226,103.8536955
1984,1130.0,2,3,460.18,HDB,1.3525200000000002,103.87035999999999
1996,1313.0,2,4,661.76,HDB,1.356282,103.8458925
1996,1302.0,2,3,326.42,HDB,1.445544,103.799403
1999,1367.0,3,4,731.53,Condo,1.368531,103.899105
2015,1163.0,2,2,1365.43,Condo,1.317951,103.8514725
2014,506.0,1,1,1521.74,Condo,1.311696,103.89630600000001
1996,1300.0,2,3,323.08,HDB,1.43585,103.78698
2000,1184.0,2,3,405.41,HDB,1.336491,103.70075849999999
2016,1400.0,3,4,1000.0,Condo,1.431216,103.7997225
2001,1249.0,3,3,680.54,Condo,1.4459,103.80404
1981,1970.0,3,3,649.75,Condo,1.337283,103.7254725
1981,1292.0,2,3,448.92,HDB,1.338363,103.7359125
1984,1292.0,2,3,526.32,HDB,1.323234,103.8627315
1978,721.0,2,2,485.44,HDB,1.319058,103.8829005
1964,650.0,2,2,338.46,HDB,1.304226,103.800402
2013,1776.0,4,3,1576.58,Condo,1.268163,103.814379
1988,1011.0,2,3,395.65,HDB,1.3684500000000002,103.9549635
2011,4230.0,3,5,1155.77,Condo,1.301256,103.900914
1987,1560.0,3,4,448.72,HDB,1.416042,103.8330855
1997,1302.0,2,3,482.33,HDB,1.375227,103.765923
2016,850.0,2,2,2385.55,Condo,1.315701,103.84160849999999
1986,646.0,1,2,518.58,HDB,1.323702,103.859055
2005,4930.0,5,5,1602.43,Condo,1.3060889999999998,103.82392349999999
2004,1237.0,3,3,1333.87,Condo,1.3116510000000001,103.940271
2015,871.0,2,3,1010.33,Condo,1.3634594999999998,103.89495825
1998,1334.0,2,2,1340.33,Condo,1.295973,103.8664305
1998,1398.0,2,4,472.1,HDB,1.3922459999999999,103.899789
2004,900.0,2,2,1708.89,Condo,1.266525,103.81656600000001
2011,2164.0,3,4,1800.0,Condo,1.293984,103.8397185
1977,635.0,1,2,362.2,HDB,1.3327799999999999,103.93165
2018,1281.0,3,4,1444.18,Condo,1.34514,103.725972
1982,1054.0,2,3,407.97,HDB,1.367586,103.89888
2015,1001.0,2,3,1198.8,Condo,1.35026,103.93597
2014,646.0,1,1,1849.85,Condo,1.300437,103.9010625
1995,1518.0,2,4,552.04,HDB,1.344159,103.747185
2017,1216.0,2,3,1902.14,Condo,1.299627,103.898115
2015,886.0,2,3,1014.67,HDB,1.295118,103.811148
1987,796.0,2,2,339.2,HDB,1.43621,103.83582
2014,979.0,2,3,633.3,HDB,1.328418,103.72430250000001
1988,1377.0,2,3,355.85,HDB,1.366524,103.95440550000001
2008,883.0,2,2,1925.25,Condo,1.280772,103.8526605
2015,947.0,2,3,960.93,Condo,1.437696,103.83027299999999
1993,1431.0,2,3,313.07,HDB,1.39172,103.74311
2009,1292.0,2,3,2074.3,Condo,1.292337,103.8246165
2014,872.0,2,2,1261.47,Condo,1.386423,103.8695895
1968,613.0,1,2,389.89,HDB,1.333989,103.878963
2004,883.0,2,2,1336.35,Condo,1.30701,103.83321
2000,1076.0,3,3,789.96,Condo,1.3745610000000001,103.8775275
1978,883.0,2,3,621.74,HDB,1.298547,103.851855
1982,807.0,2,2,396.53,HDB,1.3480919999999998,103.9471785
1996,1324.0,2,4,383.69,HDB,1.384731,103.766931
1976,1323.0,2,3,406.65,HDB,1.36422,103.84541
2017,614.0,1,1,1286.64,Condo,1.323513,103.945239
1978,721.0,2,2,374.48,HDB,1.370961,103.8382065
1988,1528.0,2,3,457.46,HDB,1.35018,103.94119350000001
1999,1205.0,2,3,413.28,HDB,1.435806,103.83507
1979,883.0,1,3,883.35,HDB,1.296801,103.85390699999999
2023,646.0,2,2,2724.46,Condo,1.319553,103.8460635
2016,1001.0,2,2,2097.9,Condo,1.294047,103.8222
2022,732.0,2,2,2852.46,Condo,1.3044200000000001,103.8617
1992,1561.0,2,4,352.34,HDB,1.371555,103.9629915
2000,1087.0,3,2,919.96,Condo,1.297566,103.7667735
2014,721.0,2,2,485.44,HDB,1.393416,103.87534050000001
1998,797.0,2,2,1066.5,Condo,1.320822,103.957011
2015,5015.0,4,4,2173.48,Condo,1.313325,103.802301
2013,484.0,1,1,2272.73,Condo,1.279647,103.84003349999999
2013,1518.0,3,4,1548.09,Condo,1.3081770000000001,103.9146525
1987,1561.0,2,4,432.42,HDB,1.3758299999999999,103.891887
2016,753.0,1,2,1192.56,Condo,1.376973,103.7563785
2013,1001.0,2,3,1238.76,Condo,1.3426582975,103.7201442276
2014,1205.0,2,4,680.5,HDB,1.375182,103.9004055
1984,1141.0,2,3,313.76,HDB,1.3529600222,103.8837799745
2014,1399.0,4,4,1099.36,Condo,1.4049,103.90272
1979,990.0,2,3,474.75,HDB,1.320417,103.8850965
2007,990.0,2,3,454.55,HDB,1.39344,103.91566
2003,1377.0,2,3,432.1,HDB,1.41003,103.90594
2018,635.0,1,2,1606.3,Condo,1.3459860000000001,103.725378
2007,1227.0,3,3,1049.71,Condo,1.345572,103.72257900000001
2003,990.0,2,3,636.36,HDB,1.326438,103.9418505
2008,1765.0,3,3,2691.22,Condo,1.301472,103.82424300000001
2006,1259.0,3,3,873.71,Condo,1.399266,103.7505465
2014,1163.0,2,3,627.69,HDB,1.328463,103.72329
1978,990.0,2,3,361.62,HDB,1.380132,103.8293685
2015,969.0,2,3,495.36,HDB,1.40246,103.90686
2014,732.0,2,2,491.8,HDB,1.4049,103.90272
1985,1506.0,3,3,421.65,HDB,1.3529600222,103.8837799745
2014,990.0,2,3,492.93,HDB,1.398384,103.8894255
2001,1334.0,3,3,1199.4,Condo,1.344771,103.9638195
1997,915.0,2,2,1766.12,Condo,1.34041,103.77221
2008,1324.0,3,3,2114.8,Condo,1.2909231319,103.83806169629999
1988,1119.0,2,3,321.72,HDB,1.425483,103.844277
2014,430.0,1,1,1855.81,Condo,1.315188,103.8549015
1994,1905.0,3,5,393.7,HDB,1.442259,103.7875185
2011,1216.0,2,2,1480.26,Condo,1.3060227898999999,103.78865738110001
2014,431.0,1,1,1229.7,Condo,1.427346,103.78534499999999
2012,656.0,1,1,1905.49,Condo,1.274265,103.846005
2015,1012.0,2,2,899.21,Condo,1.355328,103.9667895
1969,710.0,2,2,338.03,HDB,1.3344799999999999,103.85108000000001
2000,979.0,2,3,406.54,HDB,1.385262,103.76128800000001
2015,872.0,2,3,871.56,HDB,1.319445,103.7656485
2013,377.0,1,1,1798.41,Condo,1.310922,103.861215
2009,1238.0,3,3,1429.73,Condo,1.317564,103.7565045
2011,872.0,1,2,1594.04,Condo,1.3060227898999999,103.78865738110001
2014,667.0,2,2,1091.45,HDB,1.286361,103.829625
2017,1324.0,2,3,1845.17,Condo,1.292697,103.8204135
2012,667.0,2,2,1484.26,Condo,1.309572,103.880997
2002,1194.0,2,3,391.96,HDB,1.39545,103.90626
2018,484.0,1,1,1342.98,Condo,1.374093,103.90325849999999
2016,4887.0,5,4,2557.81,Condo,1.264941,103.8157875
